Resource,Zone,AnnualSum,Capacity,CapacityFactor
industry_flexload_SE1,1,584056.298994864,72.921876,0.0
industry_flexload_SE2,2,358439.42867309914,43.967454,0.0
industry_flexload_SE3,3,805139.3870015416,99.962455,0.0
industry_flexload_SE4,4,174811.3761468386,21.477712,0.0
electrolyser_flexload_SE1,1,9.793860503294813e6,1185.703782,0.0
electrolyser_flexload_SE2,2,335610.23197595676,43.444266,0.0
electrolyser_flexload_SE3,3,1.1089900934752985e6,143.943212,0.0
electrolyser_flexload_SE4,4,91949.94396620309,11.947416,0.0
losses_flexload_SE1,1,0.0,0.0,0.0
losses_flexload_SE2,2,0.0,0.0,0.0
losses_flexload_SE3,3,0.0,0.0,0.0
losses_flexload_SE4,4,0.0,0.0,0.0
flexload_NO125,5,0.0,0.0,0.0
flexload_NO3,6,0.0,0.0,0.0
flexload_NO4,7,0.0,0.0,0.0
EV_flexload_NO125,5,0.0,0.0,0.0
EV_flexload_NO3,6,0.0,0.0,0.0
EV_flexload_NO4,7,0.0,0.0,0.0
flexload_FI,8,0.0,0.0,0.0
electrolyser_flexload_FI,8,5.365610729672708e6,661.643836,0.0
EV_flexload_FI,8,3.8311840305109937e6,861.177401,0.0
industry_flexload_FI,8,6.006250736792202e6,970.547945,0.0
flexload_DK1,9,0.0,0.0,0.0
flexload_DK2,10,0.0,0.0,0.0
EV_flexload_DK1,9,0.0,0.0,0.0
EV_flexload_DK2,10,0.0,0.0,0.0
heating_space_flexload_DE,11,1.4639088217670158e7,2273.95745,0.0
heating_sanitary_flexload_DE,11,2.185409630610389e7,7926.889576,0.0
EV_flexload_DE,11,0.0,0.0,0.0
residential_tertiary_flexload_DE,11,0.0,0.0,0.0
industry_flexload_DE,11,4.0915906583169927e6,524.717532,0.0
electrolyser_flexload_DE,11,2.545848558421328e7,3187.044235,0.0
losses_flexload_DE,11,0.0,0.0,0.0
EV_flexload_PL,12,0.0,0.0,0.0
flexload_PL,12,0.0,0.0,0.0
flexload_BT,13,0.0,0.0,0.0
EV_flexload_BT,13,0.0,0.0,0.0
flexload_UK,14,0.0,0.0,0.0
EV_flexload_UK,14,3.8799347879533745e7,9051.931353,0.0
electrolyser_flexload_UK,14,2.34699795132074e7,2996.575342,0.0
flexload_FR,15,0.0,0.0,0.0
EV_flexload_FR,15,4.209575365356983e7,9769.579187,0.0
electrolyser_flexload_FR,15,1.2969283763299482e7,1815.068493,0.0
flexload_ES,16,0.0,0.0,0.0
EV_flexload_ES,16,9.761280511533001e6,2501.852817,0.0
electrolyser_flexload_ES,16,1.720481175969971e7,2263.76994,0.0
flexload_NL,17,0.0,0.0,0.0
EV_flexload_NL,17,7.078459213360873e6,1789.335267,0.0
electrolyser_flexload_NL,17,1.764095340386831e7,2250.0,0.0
