Zone,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
t1,68.12566082820045,67.36353410669169,68.89645902947355,68.47055562327249,69.068886,68.12566082820047,66.60988592720219,69.67592871051096,67.70118528712872,69.068886,67.70118528712872,0.0,0.0,69.068886,0.0,69.068886,69.068886
t2,68.12566082820045,67.36353410669169,68.89645902947355,68.47055562327249,69.068886,68.12566082820047,66.60988592720219,69.67592871051096,67.70118528712872,69.068886,67.70118528712872,0.0,0.0,69.068886,0.0,69.068886,69.068886
t3,68.12566082820045,67.36353410669169,68.89645902947355,68.47055562327249,69.068886,68.12566082820047,66.60988592720219,69.67592871051096,67.70118528712872,69.068886,67.70118528712872,0.0,0.0,69.068886,0.0,69.068886,69.068886
t4,68.12566082820045,67.36353410669169,68.89645902947355,68.47055562327249,69.068886,68.12566082820047,66.60988592720219,69.67592871051096,67.70118528712872,67.70457053861189,67.70118528712872,0.0,67.70118528712872,69.068886,0.0,69.068886,69.068886
t5,68.12566082820045,66.94375954161906,68.46713207227538,68.47055562327249,69.068886,68.12566082820047,66.60988592720219,69.67592871051096,67.70118528712872,67.70457053861189,67.70118528712872,0.0,67.70118528712872,69.068886,0.0,69.068886,69.068886
t6,68.12566082820045,66.7766378415034,68.29620734990677,68.11889688562309,69.068886,68.12566082820047,66.60988592720219,69.67592871051096,67.70118528712872,67.35684583283178,67.70118528712872,0.0,68.89301418316171,69.068886,0.0,69.068886,69.068886
t7,68.12566082820045,66.7766378415034,68.29620734990677,68.46713207227538,69.068886,68.12566082820047,66.60988592720219,69.67592871051096,69.068886,67.70118528712872,67.70118528712872,0.0,68.89301418316171,69.068886,0.0,69.068886,69.068886
t8,68.12566082820045,66.7766378415034,68.29620734990677,68.46713207227538,69.068886,68.12566082820047,66.60988592720219,69.67592871051096,69.068886,67.70118528712872,67.70118528712872,0.0,68.89301418316171,69.068886,0.0,69.068886,69.068886
t9,68.12566082820045,66.7766378415034,68.29620734990677,68.47055562327249,69.068886,68.12566082820047,66.60988592720219,69.67592871051096,69.068886,67.70457053861189,67.70118528712872,0.0,69.24866924377129,69.068886,0.0,69.068886,69.068886
t10,68.12566082820045,66.7766378415034,68.29620734990677,68.47055562327247,69.068886,68.12566082820047,66.60988592720219,69.67592871051096,69.06888599999999,67.70457053861188,67.70118528712871,0.0,69.24866924377127,69.068886,0.0,69.068886,69.06888599999999
