Resource,Zone,StartCap,RetCap,NewCap,EndCap,StartEnergyCap,RetEnergyCap,NewEnergyCap,EndEnergyCap,StartChargeCap,RetChargeCap,NewChargeCap,EndChargeCap
hydro_ES,16,8000.0,0.0,0.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wind_offshore_existing_ES,16,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wind_offshore_ES,16,1798.049629,0.0,0.0,1798.049629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wind_onshore_existing_ES,16,459.0,0.0,0.0,459.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wind_onshore_ES,16,54141.0,0.0,0.0,54141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
solar_existing_ES,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
solar_ES,16,119938.828,0.0,0.0,119938.828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hydro_pumped_ES,16,9500.0,0.0,0.0,9500.0,76000.0,0.0,0.0,76000.0,0.0,0.0,0.0,0.0
battery_ES,16,24000.0,0.0,0.0,24000.0,96000.0,0.0,0.0,96000.0,0.0,0.0,0.0,0.0
nuclear_NL,17,500.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
must_run_NL,17,2000.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coal_hard_NL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gas_CC_CCS_NL,17,12910.8183,0.0,0.0,12910.8183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gas_CC_NL,17,5.57e-5,0.0,0.0,5.57e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gas_OC_NL,17,4.012416497,0.0,0.0,4.012416497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wind_offshore_existing_NL,17,1216.0,0.0,0.0,1216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wind_offshore_NL,17,7584.445336,0.0,0.0,7584.445336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wind_onshore_existing_NL,17,144.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wind_onshore_NL,17,9156.0,0.0,0.0,9156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
solar_existing_NL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
solar_NL,17,66946.92907,0.0,0.0,66946.92907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
battery_NL,17,15800.0,0.0,0.0,15800.0,63200.0,0.0,0.0,63200.0,0.0,0.0,0.0,0.0
nse0_heating_space_load_SE1,1,6.780592,0.0,0.0,6.780592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse1_heating_space_load_SE1,1,6.780592,0.0,0.0,6.780592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse2_heating_space_load_SE1,1,6.780592,0.0,0.0,6.780592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse3_heating_space_load_SE1,1,6.780592,0.0,0.0,6.780592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse0_heating_space_load_SE2,2,12.937944,0.0,0.0,12.937944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse1_heating_space_load_SE2,2,12.937944,0.0,0.0,12.937944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse2_heating_space_load_SE2,2,12.937944,0.0,0.0,12.937944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse3_heating_space_load_SE2,2,12.937944,0.0,0.0,12.937944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse0_heating_space_load_SE3,3,63.716036,0.0,0.0,63.716036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse1_heating_space_load_SE3,3,63.716036,0.0,0.0,63.716036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse2_heating_space_load_SE3,3,63.716036,0.0,0.0,63.716036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse3_heating_space_load_SE3,3,63.716036,0.0,0.0,63.716036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse0_heating_space_load_SE4,4,18.450727,0.0,0.0,18.450727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse1_heating_space_load_SE4,4,18.450727,0.0,0.0,18.450727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse2_heating_space_load_SE4,4,18.450727,0.0,0.0,18.450727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse3_heating_space_load_SE4,4,18.450727,0.0,0.0,18.450727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse0_heating_sanitary_load_SE1,1,1.351951,0.0,0.0,1.351951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse1_heating_sanitary_load_SE1,1,1.351951,0.0,0.0,1.351951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse2_heating_sanitary_load_SE1,1,1.351951,0.0,0.0,1.351951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse3_heating_sanitary_load_SE1,1,1.351951,0.0,0.0,1.351951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse0_heating_sanitary_load_SE2,2,2.865779,0.0,0.0,2.865779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse1_heating_sanitary_load_SE2,2,2.865779,0.0,0.0,2.865779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse2_heating_sanitary_load_SE2,2,2.865779,0.0,0.0,2.865779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse3_heating_sanitary_load_SE2,2,2.865779,0.0,0.0,2.865779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse0_heating_sanitary_load_SE3,3,18.333576,0.0,0.0,18.333576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse1_heating_sanitary_load_SE3,3,18.333576,0.0,0.0,18.333576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse2_heating_sanitary_load_SE3,3,18.333576,0.0,0.0,18.333576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse3_heating_sanitary_load_SE3,3,18.333576,0.0,0.0,18.333576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse0_heating_sanitary_load_SE4,4,6.184275,0.0,0.0,6.184275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse1_heating_sanitary_load_SE4,4,6.184275,0.0,0.0,6.184275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse2_heating_sanitary_load_SE4,4,6.184275,0.0,0.0,6.184275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse3_heating_sanitary_load_SE4,4,6.184275,0.0,0.0,6.184275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse0_EV_load_SE1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse1_EV_load_SE1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse2_EV_load_SE1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse3_EV_load_SE1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse0_EV_load_SE2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse1_EV_load_SE2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse2_EV_load_SE2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse3_EV_load_SE2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse0_EV_load_SE3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse1_EV_load_SE3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse2_EV_load_SE3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse3_EV_load_SE3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse0_EV_load_SE4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse1_EV_load_SE4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse2_EV_load_SE4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse3_EV_load_SE4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse0_residential_tertiary_load_SE1,1,4.445135,0.0,0.0,4.445135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse1_residential_tertiary_load_SE1,1,4.445135,0.0,0.0,4.445135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse2_residential_tertiary_load_SE1,1,4.445135,0.0,0.0,4.445135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse3_residential_tertiary_load_SE1,1,4.445135,0.0,0.0,4.445135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse0_residential_tertiary_load_SE2,2,7.541683,0.0,0.0,7.541683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse1_residential_tertiary_load_SE2,2,7.541683,0.0,0.0,7.541683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse2_residential_tertiary_load_SE2,2,7.541683,0.0,0.0,7.541683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse3_residential_tertiary_load_SE2,2,7.541683,0.0,0.0,7.541683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse0_residential_tertiary_load_SE3,3,102.821346,0.0,0.0,102.821346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse1_residential_tertiary_load_SE3,3,102.821346,0.0,0.0,102.821346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse2_residential_tertiary_load_SE3,3,102.821346,0.0,0.0,102.821346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse3_residential_tertiary_load_SE3,3,102.821346,0.0,0.0,102.821346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse0_residential_tertiary_load_SE4,4,30.234657,0.0,0.0,30.234657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse1_residential_tertiary_load_SE4,4,30.234657,0.0,0.0,30.234657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse2_residential_tertiary_load_SE4,4,30.234657,0.0,0.0,30.234657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse3_residential_tertiary_load_SE4,4,30.234657,0.0,0.0,30.234657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse0_electrolyser_load_SE1,1,18.526622,0.0,0.0,18.526622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse1_electrolyser_load_SE1,1,18.526622,0.0,0.0,18.526622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse2_electrolyser_load_SE1,1,18.526622,0.0,0.0,18.526622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse3_electrolyser_load_SE1,1,18.526622,0.0,0.0,18.526622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse0_electrolyser_load_SE2,2,0.678817,0.0,0.0,0.678817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse1_electrolyser_load_SE2,2,0.678817,0.0,0.0,0.678817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse2_electrolyser_load_SE2,2,0.678817,0.0,0.0,0.678817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse3_electrolyser_load_SE2,2,0.678817,0.0,0.0,0.678817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse0_electrolyser_load_SE3,3,2.249113,0.0,0.0,2.249113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse1_electrolyser_load_SE3,3,2.249113,0.0,0.0,2.249113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse2_electrolyser_load_SE3,3,2.249113,0.0,0.0,2.249113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse3_electrolyser_load_SE3,3,2.249113,0.0,0.0,2.249113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse0_electrolyser_load_SE4,4,0.186678,0.0,0.0,0.186678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse1_electrolyser_load_SE4,4,0.186678,0.0,0.0,0.186678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse2_electrolyser_load_SE4,4,0.186678,0.0,0.0,0.186678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse3_electrolyser_load_SE4,4,0.186678,0.0,0.0,0.186678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse0_industry_load_SE1,1,218.765627,0.0,0.0,218.765627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse1_industry_load_SE1,1,218.765627,0.0,0.0,218.765627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse2_industry_load_SE1,1,218.765627,0.0,0.0,218.765627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse3_industry_load_SE1,1,218.765627,0.0,0.0,218.765627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse0_industry_load_SE2,2,131.902362,0.0,0.0,131.902362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse1_industry_load_SE2,2,131.902362,0.0,0.0,131.902362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse2_industry_load_SE2,2,131.902362,0.0,0.0,131.902362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse3_industry_load_SE2,2,131.902362,0.0,0.0,131.902362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse0_industry_load_SE3,3,299.887365,0.0,0.0,299.887365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse1_industry_load_SE3,3,299.887365,0.0,0.0,299.887365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse2_industry_load_SE3,3,299.887365,0.0,0.0,299.887365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse3_industry_load_SE3,3,299.887365,0.0,0.0,299.887365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse0_industry_load_SE4,4,64.433136,0.0,0.0,64.433136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse1_industry_load_SE4,4,64.433136,0.0,0.0,64.433136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse2_industry_load_SE4,4,64.433136,0.0,0.0,64.433136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse3_industry_load_SE4,4,64.433136,0.0,0.0,64.433136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse0_losses_load_SE1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse1_losses_load_SE1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse2_losses_load_SE1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse3_losses_load_SE1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse0_losses_load_SE2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse1_losses_load_SE2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse2_losses_load_SE2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse3_losses_load_SE2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse0_losses_load_SE3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse1_losses_load_SE3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse2_losses_load_SE3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse3_losses_load_SE3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse0_losses_load_SE4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse1_losses_load_SE4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse2_losses_load_SE4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse3_losses_load_SE4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse0_baseload_NO125,5,566.715579,0.0,0.0,566.715579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse1_baseload_NO125,5,566.715579,0.0,0.0,566.715579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse2_baseload_NO125,5,566.715579,0.0,0.0,566.715579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse3_baseload_NO125,5,566.715579,0.0,0.0,566.715579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse0_baseload_NO3,6,120.325208,0.0,0.0,120.325208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse1_baseload_NO3,6,120.325208,0.0,0.0,120.325208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse2_baseload_NO3,6,120.325208,0.0,0.0,120.325208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse3_baseload_NO3,6,120.325208,0.0,0.0,120.325208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse0_baseload_NO4,7,115.337117,0.0,0.0,115.337117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse1_baseload_NO4,7,115.337117,0.0,0.0,115.337117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse2_baseload_NO4,7,115.337117,0.0,0.0,115.337117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse3_baseload_NO4,7,115.337117,0.0,0.0,115.337117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse0_baseload_FI,8,194.291259,0.0,0.0,194.291259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse1_baseload_FI,8,194.291259,0.0,0.0,194.291259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse2_baseload_FI,8,194.291259,0.0,0.0,194.291259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse3_baseload_FI,8,194.291259,0.0,0.0,194.291259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse0_baseload_DK1,9,216.818591,0.0,0.0,216.818591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse1_baseload_DK1,9,216.818591,0.0,0.0,216.818591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse2_baseload_DK1,9,216.818591,0.0,0.0,216.818591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse3_baseload_DK1,9,216.818591,0.0,0.0,216.818591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse0_baseload_DK2,10,161.207325,0.0,0.0,161.207325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse1_baseload_DK2,10,161.207325,0.0,0.0,161.207325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse2_baseload_DK2,10,161.207325,0.0,0.0,161.207325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse3_baseload_DK2,10,161.207325,0.0,0.0,161.207325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse0_heating_space_load_DE,11,568.489363,0.0,0.0,568.489363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse1_heating_space_load_DE,11,568.489363,0.0,0.0,568.489363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse2_heating_space_load_DE,11,568.489363,0.0,0.0,568.489363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse3_heating_space_load_DE,11,568.489363,0.0,0.0,568.489363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse0_heating_sanitary_load_DE,11,198.172239,0.0,0.0,198.172239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse1_heating_sanitary_load_DE,11,198.172239,0.0,0.0,198.172239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse2_heating_sanitary_load_DE,11,198.172239,0.0,0.0,198.172239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse3_heating_sanitary_load_DE,11,198.172239,0.0,0.0,198.172239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse0_EV_load_DE,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse1_EV_load_DE,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse2_EV_load_DE,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse3_EV_load_DE,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse0_residential_tertiary_load_DE,11,1196.894685,0.0,0.0,1196.894685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse1_residential_tertiary_load_DE,11,1196.894685,0.0,0.0,1196.894685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse2_residential_tertiary_load_DE,11,1196.894685,0.0,0.0,1196.894685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse3_residential_tertiary_load_DE,11,1196.894685,0.0,0.0,1196.894685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse0_electrolyser_load_DE,11,49.797566,0.0,0.0,49.797566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse1_electrolyser_load_DE,11,49.797566,0.0,0.0,49.797566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse2_electrolyser_load_DE,11,49.797566,0.0,0.0,49.797566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse3_electrolyser_load_DE,11,49.797566,0.0,0.0,49.797566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse0_industry_load_DE,11,1574.152595,0.0,0.0,1574.152595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse1_industry_load_DE,11,1574.152595,0.0,0.0,1574.152595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse2_industry_load_DE,11,1574.152595,0.0,0.0,1574.152595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse3_industry_load_DE,11,1574.152595,0.0,0.0,1574.152595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse0_losses_load_DE,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse1_losses_load_DE,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse2_losses_load_DE,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse3_losses_load_DE,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse0_baseload_PL,12,741.353386,0.0,0.0,741.353386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse1_baseload_PL,12,741.353386,0.0,0.0,741.353386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse2_baseload_PL,12,741.353386,0.0,0.0,741.353386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse3_baseload_PL,12,741.353386,0.0,0.0,741.353386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse0_baseload_BT,13,144.862539,0.0,0.0,144.862539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse1_baseload_BT,13,144.862539,0.0,0.0,144.862539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse2_baseload_BT,13,144.862539,0.0,0.0,144.862539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse3_baseload_BT,13,144.862539,0.0,0.0,144.862539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse0_baseload_UK,14,1999.077332,0.0,0.0,1999.077332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse1_baseload_UK,14,1999.077332,0.0,0.0,1999.077332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse2_baseload_UK,14,1999.077332,0.0,0.0,1999.077332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse3_baseload_UK,14,1999.077332,0.0,0.0,1999.077332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse0_baseload_FR,15,3064.56569,0.0,0.0,3064.56569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse1_baseload_FR,15,3064.56569,0.0,0.0,3064.56569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse2_baseload_FR,15,3064.56569,0.0,0.0,3064.56569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse3_baseload_FR,15,3064.56569,0.0,0.0,3064.56569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse0_baseload_ES,16,1351.687755,0.0,0.0,1351.687755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse1_baseload_ES,16,1351.687755,0.0,0.0,1351.687755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse2_baseload_ES,16,1351.687755,0.0,0.0,1351.687755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse3_baseload_ES,16,1351.687755,0.0,0.0,1351.687755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse0_baseload_NL,17,606.966761,0.0,0.0,606.966761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse1_baseload_NL,17,606.966761,0.0,0.0,606.966761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse2_baseload_NL,17,606.966761,0.0,0.0,606.966761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nse3_baseload_NL,17,606.966761,0.0,0.0,606.966761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heating_space_flexload_SE1,1,27.122367,0.0,0.0,27.122367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heating_space_flexload_SE2,2,51.751775,0.0,0.0,51.751775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
