Zone,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
t1,67.87066917213987,66.36056775669053,67.87066917213987,69.41513446303559,66.36056775669053,67.87066917213987,68.12566082820047,0.0,320.1826116016848,327.46912900777943,463.46030714285723,303.75,0.0,264.144698,264.144698,95.27022962962965,454.2828753182462
t2,67.87066917213987,66.36056775669053,67.87066917213987,69.41513446303559,66.36056775669053,67.87066917213987,68.12566082820047,0.0,320.1826116016848,327.46912900777943,463.46030714285723,303.75,0.0,86.9928605312383,264.144698,95.27022962962965,454.2828753182462
t3,67.87066917213987,66.36056775669053,67.87066917213987,69.41513446303559,66.36056775669053,67.87066917213987,68.12566082820047,0.0,320.1826116016848,327.46912900777943,463.46030714285723,303.75,0.0,86.9928605312383,264.144698,95.27022962962965,454.2828753182462
t4,67.87066917213987,66.36056775669053,67.87066917213987,69.41513446303559,66.36056775669053,67.87066917213987,68.12566082820047,0.0,320.1826116016848,327.46912900777943,463.46030714285723,303.75,0.0,86.9928605312383,264.144698,95.27022962962965,454.2828753182462
t5,67.87066917213987,66.36056775669053,67.87066917213987,69.41513446303559,66.36056775669053,67.87066917213987,68.12566082820047,0.0,320.1826116016848,327.46912900777943,463.46030714285723,303.75,0.0,69.068886,264.144698,95.27022962962965,454.2828753182462
t6,67.87066917213987,66.36056775669053,67.87066917213987,69.41513446303559,66.36056775669053,67.87066917213987,68.12566082820047,0.0,320.1826116016848,327.46912900777943,463.46030714285723,428.8366336633663,0.0,69.068886,264.144698,95.27022962962965,454.2828753182462
t7,67.87066917213987,66.36056775669053,67.87066917213987,69.41513446303559,66.36056775669053,67.87066917213987,68.12566082820047,0.0,320.1826116016848,327.46912900777943,463.46030714285723,428.8366336633663,0.0,69.068886,264.144698,95.27022962962965,454.28287531824617
t8,67.87066917213987,66.36056775669053,67.87066917213987,69.41513446303559,66.36056775669053,67.87066917213987,68.12566082820047,0.0,320.1826116016848,375.0,463.46030714285723,428.8366336633663,68.63515035382035,69.068886,264.144698,69.068886,454.2828753182462
t9,67.87066917213987,66.36056775669053,67.87066917213987,69.41513446303559,66.36056775669053,67.87066917213987,68.12566082820047,0.0,320.1826116016848,454.2828753182462,463.46030714285723,428.8366336633663,68.63515035382035,69.068886,264.144698,69.068886,454.2828753182462
t10,67.87066917213987,66.36056775669053,67.87066917213987,69.41513446303559,66.36056775669053,67.87066917213987,68.12566082820047,0.0,320.1826116016848,454.28287531824617,463.46030714285723,428.8366336633663,68.63515035382035,69.068886,264.144698,69.068886,454.28287531824617
t11,67.87066917213987,66.36056775669053,67.87066917213987,69.41513446303559,66.36056775669053,67.87066917213987,68.12566082820047,0.0,320.1826116016848,327.46912900777943,463.46030714285723,428.8366336633663,68.63515035382035,69.068886,264.144698,15.445797659999998,454.2828753182462
t12,67.87066917213987,66.36056775669053,67.87066917213987,69.41513446303559,66.36056775669053,67.87066917213987,68.12566082820047,0.0,320.1826116016848,327.46912900777943,437.5,428.83663366336634,68.63515035382035,69.068886,213.95720538,15.445797659999998,446.33838383838383
t13,67.87066917213987,66.36056775669053,67.87066917213987,69.41513446303559,66.36056775669053,67.87066917213987,68.12566082820047,0.0,320.1826116016848,327.46912900777943,437.5,428.83663366336634,68.63515035382035,69.068886,173.45720538,0.0,428.83663366336634
t14,67.87066917213987,66.36056775669053,67.87066917213987,69.41513446303559,66.36056775669053,67.87066917213987,68.12566082820047,0.0,320.1826116016848,327.46912900777943,437.5,428.83663366336634,68.63515035382035,69.068886,173.45720538,0.0,428.83663366336634
t15,67.87066917213987,66.36056775669053,67.87066917213987,69.41513446303559,66.36056775669053,67.87066917213987,68.12566082820047,0.0,445.28717481689483,454.28287531824617,463.46030714285723,428.8366336633663,68.63515035382035,69.068886,173.45720538,15.445797659999998,454.2828753182462
t16,67.87066917213987,66.36056775669053,67.87066917213987,69.41513446303559,69.4151344630356,67.87066917213987,68.12566082820047,0.0,445.28717481689483,454.28287531824617,463.46030714285723,428.8366336633663,68.63515035382035,69.068886,173.45720538,15.445797659999998,454.2828753182462
t17,67.87066917213987,66.36056775669053,67.87066917213987,69.41513446303559,69.4151344630356,67.87066917213987,68.12566082820047,0.0,445.28717481689483,454.2828753182462,463.46030714285723,428.8366336633663,0.0,69.068886,264.144698,47.845797659999995,454.2828753182462
t18,67.87066917213987,66.36056775669053,67.87066917213987,69.41513446303559,66.36056775669053,67.87066917213987,68.12566082820047,0.0,445.28717481689483,454.2828753182462,463.46030714285723,428.8366336633663,0.0,69.068886,264.144698,69.068886,454.2828753182462
t19,67.87066917213987,66.36056775669053,67.87066917213987,69.41513446303559,66.36056775669053,67.87066917213987,68.12566082820047,0.0,445.28717481689483,454.2828753182462,463.46030714285723,428.8366336633663,0.0,69.068886,264.144698,69.06888599999999,454.2828753182462
t20,67.87066917213987,66.36056775669053,67.87066917213987,69.41513446303559,66.36056775669053,67.87066917213987,68.12566082820047,0.0,445.28717481689483,454.2828753182462,463.46030714285723,428.8366336633663,0.0,69.068886,264.144698,69.06888599999999,454.2828753182462
t21,67.87066917213987,66.36056775669053,67.87066917213987,69.41513446303559,66.36056775669053,67.87066917213987,68.12566082820047,0.0,445.28717481689483,454.2828753182462,463.46030714285723,264.144698,0.0,69.068886,264.144698,69.06888599999999,454.28287531824617
t22,67.87066917213987,66.36056775669053,67.87066917213987,69.41513446303559,66.36056775669053,67.87066917213987,68.12566082820047,0.0,445.28717481689483,454.2828753182462,463.46030714285723,157.986819,0.0,69.068886,264.144698,69.06888599999999,454.2828753182462
t23,67.87066917213987,66.36056775669053,67.87066917213987,69.41513446303559,66.36056775669053,67.87066917213987,68.12566082820047,0.0,445.28717481689483,454.2828753182462,463.46030714285723,127.96932338999999,0.0,69.068886,264.144698,69.06888599999999,454.2828753182462
t24,67.87066917213987,66.36056775669053,67.87066917213987,69.41513446303559,66.36056775669053,67.87066917213987,68.12566082820047,0.0,445.28717481689483,454.2828753182462,463.46030714285723,157.986819,0.0,69.068886,264.144698,69.06888599999999,454.2828753182462
t25,67.87066917213987,66.36056775669053,67.87066917213987,69.41513446303559,66.36056775669053,67.87066917213987,68.12566082820047,0.0,175.763132,454.28287531824617,463.46030714285723,157.986819,0.0,69.068886,173.45720538,69.068886,454.2828753182462
t26,67.87066917213987,66.36056775669053,67.87066917213987,69.41513446303559,66.36056775669053,67.87066917213987,68.12566082820047,0.0,175.76313200000004,454.2828753182462,463.46030714285723,127.96932338999999,0.0,69.068886,136.99286053123834,69.06888599999999,454.2828753182462
t27,67.87066917213987,66.36056775669053,67.87066917213987,69.41513446303559,66.36056775669053,67.87066917213987,68.12566082820047,0.0,175.76313200000004,454.2828753182462,463.46030714285723,127.96932338999999,0.0,69.068886,70.46421703030303,69.06888599999999,454.2828753182462
t28,67.87066917213987,66.36056775669053,67.87066917213987,69.41513446303559,66.36056775669053,67.87066917213987,68.12566082820047,0.0,175.763132,454.28287531824617,463.46030714285723,127.96932338999999,0.0,69.068886,69.068886,69.068886,454.2828753182462
t29,67.87066917213987,66.36056775669053,67.87066917213987,69.41513446303559,66.36056775669053,67.87066917213987,68.12566082820047,0.0,175.763132,454.28287531824617,463.46030714285723,127.96932338999999,0.0,69.068886,69.068886,69.068886,454.2828753182462
t30,67.87066917213987,66.36056775669053,67.87066917213987,69.41513446303559,66.36056775669053,67.87066917213987,68.12566082820047,0.0,266.9915209876543,454.28287531824617,463.46030714285723,157.986819,0.0,69.068886,69.068886,69.06888599999999,454.2828753182462
t31,67.87066917213987,66.36056775669053,67.87066917213987,69.41513446303559,66.36056775669053,67.87066917213987,68.12566082820047,50.0,266.9915209876543,454.28287531824617,463.46030714285723,157.98681899999997,50.56821038869614,69.068886,69.068886,69.06888599999999,454.2828753182462
t32,67.87066917213987,66.36056775669053,67.87066917213987,69.41513446303559,66.36056775669053,67.87066917213987,68.12566082820047,50.0,266.9915209876543,454.28287531824617,463.46030714285723,157.98681899999997,50.56821038869614,69.068886,69.068886,69.068886,454.2828753182462
t33,67.87066917213987,66.36056775669053,67.87066917213987,69.41513446303559,66.36056775669053,67.87066917213987,68.12566082820047,50.0,266.9915209876543,454.2828753182462,463.46030714285723,157.986819,50.56821038869614,69.068886,69.068886,69.06888599999999,454.2828753182462
t34,67.87066917213987,66.36056775669053,67.87066917213987,69.41513446303559,66.36056775669053,67.87066917213987,68.12566082820047,50.0,67.70118528712872,70.20047225080091,69.068886,67.70118528712872,50.56821038869614,69.068886,67.70118528712872,69.068886,69.068886
t35,67.87066917213987,66.36056775669053,67.11139506082942,65.6181872597232,66.36056775669053,67.87066917213987,68.12566082820047,50.0,65.04649710804318,66.36056775669051,54.83796008257426,53.752059882919326,50.56821038869614,69.068886,46.847450552561995,45.91977826439245,65.0464971080432
t36,67.87066917213987,66.36056775669053,67.11139506082942,65.61818725972321,66.36056775669053,67.87066917213987,68.12566082820047,50.0,65.04649710804318,66.36056775669053,54.83796008257426,53.75205988291932,50.56821038869614,69.068886,13.252059882919328,13.519778264392446,53.752059882919326
t37,67.87066917213987,66.36056775669053,65.78240970888842,64.31877142117521,66.36056775669053,67.87066917213987,68.12566082820047,50.0,65.04649710804318,65.04645079614765,54.83796008257426,53.752059882919326,50.56821038869614,69.068886,13.252059882919328,13.519778264392446,53.752059882919326
t38,67.87066917213987,66.36056775669053,67.11139506082942,65.61818725972321,66.36056775669053,67.87066917213987,68.12566082820047,50.0,65.04649710804318,66.36056775669053,54.83796008257426,53.752059882919326,50.56821038869614,69.068886,13.252059882919328,13.519778264392446,53.752059882919326
t39,67.87066917213987,66.36056775669053,65.78240970888842,64.31877142117521,66.36056775669053,67.87066917213987,68.12566082820047,50.0,65.04649710804318,65.04645079614765,54.83796008257426,53.752059882919326,50.56821038869614,69.068886,13.252059882919328,13.519778264392446,53.752059882919326
t40,67.87066917213987,66.36056775669053,67.87066917213987,68.29620734990678,66.36056775669053,67.87066917213987,68.12566082820047,50.0,67.70118528712872,69.068886,67.70118528712872,66.36056775669053,50.56821038869614,69.068886,53.75205988291932,45.91977826439245,69.068886
t41,67.87066917213987,66.36056775669053,67.87066917213987,68.29620734990678,66.36056775669053,67.87066917213987,68.12566082820047,50.0,67.70118528712872,69.068886,67.70118528712872,66.36056775669053,50.56821038869614,69.068886,66.36056775669053,65.0464971080432,69.068886
t42,67.87066917213987,66.36056775669053,67.87066917213987,68.29620734990678,66.36056775669053,67.87066917213987,68.12566082820047,50.0,67.70118528712872,69.068886,67.70118528712872,66.36056775669053,50.56821038869614,69.068886,66.36056775669053,66.69108427702771,69.068886
t43,67.87066917213987,66.36056775669053,67.87066917213987,68.29620734990678,66.36056775669053,67.87066917213987,68.12566082820047,50.0,67.70118528712872,69.068886,67.70118528712872,66.36056775669053,50.56821038869614,69.068886,66.36056775669053,66.69108427702771,69.068886
t44,67.87066917213987,66.36056775669053,67.87066917213987,68.46713207227538,66.36056775669053,67.87066917213987,68.12566082820047,50.0,67.70118528712872,69.068886,67.70118528712872,66.36056775669053,49.43817431511958,69.068886,66.36056775669053,66.69108427702771,69.068886
t45,67.87066917213987,66.36056775669053,67.87066917213987,68.46713207227538,66.36056775669053,67.87066917213987,68.12566082820047,50.0,67.11139506082942,68.46718081963405,67.70118528712872,48.459200566305334,49.43817431511958,69.068886,66.36056775669053,66.69108427702771,69.068886
t46,67.87066917213987,66.36056775669053,67.87066917213987,68.46713207227538,66.36056775669053,67.87066917213987,68.12566082820047,50.0,66.36056775669053,67.70118528712872,67.70118528712872,0.0,0.0,69.068886,66.36056775669053,66.69108427702771,69.068886
t47,67.87066917213987,66.36056775669053,67.87066917213987,68.46713207227538,66.36056775669053,67.87066917213987,68.12566082820047,50.0,66.36056775669053,67.70118528712872,67.70118528712872,0.0,0.0,69.068886,66.36056775669053,66.69108427702771,69.068886
t48,67.87066917213987,66.36056775669053,67.87066917213987,67.11134727876495,66.36056775669053,67.87066917213987,68.12566082820047,50.0,66.36056775669053,66.36056775669053,67.70118528712872,0.0,0.0,69.068886,66.36056775669053,66.69108427702771,69.068886
t49,67.87066917213987,66.36056775669053,67.87066917213987,67.11134727876495,66.36056775669053,67.87066917213987,68.12566082820047,50.0,66.36056775669053,66.36056775669053,67.70118528712872,0.0,0.0,69.068886,66.36056775669053,66.69108427702771,69.068886
t50,67.87066917213987,66.36056775669053,67.87066917213987,67.11134727876495,66.36056775669053,67.87066917213987,68.12566082820047,50.0,66.36056775669053,66.36056775669053,67.70118528712872,0.0,0.0,69.068886,66.36056775669053,66.69108427702771,69.068886
t51,67.87066917213987,66.3605677566905,67.87066917213984,67.11134727876495,66.36056775669053,67.87066917213987,68.12566082820047,50.0,66.36056775669053,66.36056775669051,67.70118528712872,0.0,0.0,69.068886,66.36056775669053,65.0464971080432,69.068886
t52,67.87066917213987,66.36056775669053,67.27935455687829,65.78240970888842,66.36056775669053,67.87066917213987,68.12566082820047,50.0,65.0464971080432,65.04649710804318,66.36056775669053,0.0,0.0,69.068886,65.04649710804318,65.0464971080432,69.068886
t53,67.87066917213987,66.36056775669053,65.78240970888842,65.6149063281114,66.36056775669053,67.87066917213987,68.12566082820047,50.0,65.04649710804318,64.88086759976709,66.36056775669053,0.0,0.0,67.70118528712872,65.04649710804318,63.75844766035916,69.068886
t54,66.60988592720219,65.12783654934107,63.678762312149296,62.261929528937074,66.36056775669053,67.87066917213987,68.12566082820047,50.0,54.83796008257426,53.752059882919326,51.01010101010102,0.0,0.0,55.945797660000004,50.00000000000001,45.91977826439245,69.068886
t55,66.60988592720219,65.12783654934107,63.678762312149296,62.261929528937074,66.36056775669053,67.87066917213987,68.12566082820047,50.0,52.04060810121417,53.091933517400314,51.01010101010102,0.0,0.0,51.01010101010102,50.00000000000001,45.91977826439245,69.068886
t56,66.60988592720219,65.12783654934107,63.678762312149296,62.261929528937074,66.36056775669053,67.87066917213987,68.12566082820047,50.0,52.04060810121417,61.56540079586009,51.01010101010102,0.0,0.0,51.01010101010102,50.00000000000001,45.91977826439245,69.068886
t57,66.60988592720219,65.12783654934107,63.678762312149296,62.261929528937074,66.36056775669053,67.87066917213987,68.12566082820047,50.0,52.04060810121417,61.56540079586009,51.01010101010102,0.0,0.0,51.01010101010102,50.00000000000001,45.91977826439245,69.068886
t58,66.60988592720219,65.12783654934107,63.678762312149296,62.261929528937074,66.36056775669053,67.87066917213987,68.12566082820047,50.0,57.07601579454546,61.56540079586009,39.69801980198021,0.0,0.0,55.945797660000004,40.5,39.698019801980195,69.068886
t59,66.60988592720219,65.12783654934107,63.678762312149296,62.261929528937074,66.36056775669053,67.87066917213987,68.12566082820047,50.0,54.83796008257426,61.56540079586009,39.69801980198021,0.0,0.0,55.945797660000004,40.5,13.519778264392446,69.068886
t60,66.60988592720219,65.12783654934107,63.678762312149296,62.261929528937074,66.36056775669053,67.87066917213987,68.12566082820047,50.0,54.83796008257426,55.945797660000004,0.0,0.0,0.0,55.945797660000004,0.0,13.519778264392446,54.83796008257426
