Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7,Load_MW_z8,Load_MW_z9,Load_MW_z10,Load_MW_z11,Load_MW_z12,Load_MW_z13,Load_MW_z14,Load_MW_z15,Load_MW_z16,Load_MW_z17
,,,,,,,19,11930.609283,4056.618337,15593.200647,4054.113287,17871.052596,4074.434589,4081.273158,17513.519678,6487.937418,5414.239602,138480.791131,23862.651576,4177.301174,77805.115341,107268.981225,48867.118546,27580.499825
,,,,,,,20,11939.419901,4082.357418,15837.898089,4146.036741,17401.510082,4004.369929,4020.093420,17548.600654,6247.095904,5237.427484,137984.514014,23105.320391,4034.401875,80587.875072,107358.626997,52842.851528,27430.834563
,,,,,,,21,11941.116281,4096.281395,16004.180849,4216.566436,17065.662308,3953.830325,3979.544328,17857.882335,5991.730945,4997.540694,137212.087979,21526.294715,3832.985285,79563.019417,106302.226182,54057.239730,27076.122061
,,,,,,,22,11996.192990,4212.549644,16993.326237,4574.247165,16643.435087,3904.881621,3935.094650,17844.120146,5753.648436,4769.148077,141758.960626,20130.105544,3697.507210,78760.205007,108784.042318,52291.610384,26188.210124
,,,,,,,23,11968.671467,4164.720553,16688.707146,4477.341916,16159.743493,3848.338953,3890.290987,17815.474055,5719.165126,4475.573774,136894.875276,18472.452939,3517.726703,79709.189304,111920.920569,51242.299896,25615.050577
,,,,,,,24,12098.182754,4417.036520,18755.804208,5205.389144,15761.711677,3788.939962,3851.044981,17744.060973,5553.464945,4191.898870,147199.840723,20928.809293,3386.189438,78894.928523,111266.165403,51068.789349,24950.623586
,,,,,,,25,12105.532696,4412.039020,18593.292298,5182.847107,15000.455208,3753.959862,3836.574960,18152.373083,5478.655562,4215.750905,153233.418089,20441.737303,3596.307821,80459.524859,112616.147119,45959.253676,25602.724888
,,,,,,,26,12094.417336,4392.361472,18394.585453,5124.090054,14820.970859,3710.573818,3793.417380,18057.241375,5473.263568,4067.560845,152179.014708,20129.546071,3550.198388,75764.822356,110379.585526,44861.741696,25154.779155
,,,,,,,27,12074.772364,4350.279625,18049.511725,5004.449338,14783.663297,3697.868253,3781.298127,17959.617392,5529.925196,4001.969117,150904.987728,20153.450791,3517.408185,72878.245051,106859.531005,43508.245643,24739.174636
,,,,,,,28,12022.319551,4239.922903,17147.839828,4696.518698,14940.578479,3711.601771,3808.988385,17891.769761,5751.691541,4006.528295,147569.135412,20379.970892,3586.587351,68680.243251,103023.538540,41882.905520,24190.108660
,,,,,,,29,12027.950602,4212.008656,16718.331777,4553.664780,15555.722306,3796.801260,3900.503900,18085.680208,6370.659886,4072.517594,152433.162337,21128.545218,3864.670077,63128.122175,100708.041847,40954.372166,23579.631180
,,,,,,,30,11911.573917,3965.997495,14640.456177,3841.499497,16877.886119,4006.456142,4082.137968,18159.505028,7120.684496,4273.850334,147445.571644,23580.402033,4288.613102,59494.499462,104642.668085,40749.519090,23812.803622
,,,,,,,31,11937.978053,4019.204462,15132.839878,4004.714384,18263.421797,4259.582298,4291.461889,18000.676619,7489.720755,4737.134132,154164.531419,25231.057840,4672.376306,55414.494657,107328.743592,41057.503927,25045.328685
,,,,,,,32,11948.543282,4060.022229,15624.259384,4158.884538,18909.119440,4372.855324,4372.447744,17819.719086,7593.803782,5228.088349,156656.825880,26168.716113,4909.946546,54076.740886,110028.466399,42466.062895,26236.297063
,,,,,,,33,11950.644986,4092.710357,16073.144828,4292.572259,19274.237498,4431.035122,4407.442544,17789.220281,7707.171990,5459.208269,156680.279589,26771.031701,5004.994200,57464.188091,112664.155045,44842.491261,26925.143747
,,,,,,,34,11947.460287,4109.412365,16344.360592,4375.925282,19696.703919,4500.685505,4444.555176,17853.199273,7681.688723,5571.292698,156034.954606,26938.734228,5003.605814,62994.475897,114182.861060,46898.218987,27213.838535
,,,,,,,35,11933.005238,4089.322048,16236.055128,4332.038496,19928.271403,4519.496798,4474.376969,17951.898209,7537.634713,5622.176961,154673.289731,27116.964505,4951.156184,68008.730985,115702.298521,48434.896540,27609.580422
,,,,,,,36,11921.932506,4071.883276,16102.471179,4275.816118,19911.803880,4512.006896,4463.765784,18010.323407,7513.246863,5582.047121,153019.704708,27249.888268,4944.204657,73378.092868,117103.919758,49347.341821,27733.825251
,,,,,,,37,11912.466234,4058.859154,15982.154631,4237.159838,19797.548071,4511.018837,4474.333203,17883.306046,7434.921016,5521.945580,151338.426851,27415.239791,4950.979676,74684.482111,114016.412069,49169.077684,27568.502602
,,,,,,,38,11904.315712,4047.423892,15845.622641,4184.425176,19739.830485,4510.822851,4501.839182,17949.438140,7346.853339,5471.119974,149334.727836,27167.353989,4939.701083,75710.870082,112369.958960,48971.729543,27587.607484
,,,,,,,39,11881.276856,4015.200587,15554.743169,4075.073301,19816.569190,4530.033993,4509.130181,18010.016258,7548.748140,5407.282844,146875.036498,27112.000078,4990.907560,75550.957245,110229.987672,48410.351504,27598.628424
,,,,,,,40,11864.856842,3985.654334,15314.601615,3985.125823,20021.782192,4553.278326,4475.010980,18117.664277,8030.102191,5357.685709,146376.769822,28193.524306,5102.721693,75661.190150,111263.930605,48102.994631,28281.442516
,,,,,,,41,11875.164654,4003.278799,15458.361423,4040.026615,19948.158149,4535.303779,4428.728119,18168.177383,7827.729411,5496.800817,150732.421841,28267.840456,5127.256558,75781.369020,116142.722393,48058.271028,29784.815287
,,,,,,,42,11918.112866,4078.782934,15990.963381,4233.504887,19476.141695,4463.598909,4361.915731,18209.312741,7412.153965,5914.982977,156648.753741,28028.119927,5077.315875,76890.496422,119430.920750,48687.346589,29725.481761
,,,,,,,43,11969.265964,4176.719459,16733.638942,4506.779148,18850.882721,4363.502967,4290.029875,18275.277916,7037.872456,6026.466564,161048.323075,27890.695167,4930.833771,83296.468286,120407.331574,49888.913386,29354.109803
,,,,,,,44,12000.552861,4245.873276,17307.097652,4713.538688,18290.689766,4265.952438,4219.372582,18208.745512,6727.176907,5830.317087,161196.738610,27232.078517,4715.094366,89060.205592,117738.810643,51600.826637,28946.206135
,,,,,,,45,12023.687405,4300.618840,17796.388620,4896.313577,17744.317661,4170.365398,4143.297088,18497.025200,6375.113906,5525.465112,160804.357148,25685.874925,4404.157671,89694.480828,116256.712073,51952.046555,28481.604065
,,,,,,,46,12132.623346,4522.906421,19651.887660,5550.497949,16980.568049,4041.131628,4047.736880,18421.491553,5997.366178,5211.314136,168708.446499,24342.705178,4158.751871,87955.173572,118386.313995,50516.793886,27466.375244
,,,,,,,47,12105.396892,4467.925039,19256.496744,5430.844850,16095.769511,3912.543987,3947.868545,18315.636966,6042.529989,4814.800711,162398.063756,22728.373580,3888.990507,85955.154003,120780.755091,48992.141074,26779.528676
,,,,,,,48,12092.081347,4439.699091,18978.912379,5341.542701,15428.612614,3814.780559,3869.473005,18198.129881,5908.981181,4455.222279,159082.993026,22110.200809,3706.075178,82637.596657,120231.157405,48367.392774,25959.813196
,,,,,,,49,12085.234071,4440.518478,18975.967645,5314.659019,15185.963540,3698.604354,3745.359759,18426.517371,5859.644907,4248.028523,156698.705142,21650.523548,3761.600423,82678.706239,121573.537376,51053.836101,25708.271876
,,,,,,,50,12077.741590,4423.387179,18790.238095,5252.497910,14994.603261,3651.599108,3701.546061,18339.552249,5882.297086,4112.636624,155432.822684,21384.188954,3715.990886,77746.521005,119155.800846,48727.037848,25250.357341
,,,,,,,51,12059.328397,4386.133401,18465.958969,5135.999613,14957.350389,3639.281414,3689.389577,18256.013327,5991.021605,4063.117642,154151.878086,21393.310676,3684.973129,75017.556790,115332.943458,46013.134688,24827.509859
,,,,,,,52,12009.736821,4279.700474,17595.560829,4818.752062,15127.463551,3653.994138,3716.290044,18215.674223,6356.545252,4092.524335,150644.515154,21656.907007,3753.193762,70672.693089,110801.391268,43215.806620,24266.070114
,,,,,,,53,12015.963060,4257.501866,17212.259425,4653.817932,15778.743802,3731.603768,3803.543448,18390.568213,7306.833413,4206.529423,155392.372408,22367.708071,4032.192244,64866.329224,108257.842207,40911.384187,23645.319991
,,,,,,,54,11904.053563,4017.699275,15153.089605,3930.806863,17169.288911,3940.055894,3980.592610,18442.545472,8307.859599,4525.760535,150450.131722,24731.118642,4461.291291,60909.904466,112319.164205,38894.188666,23913.503978
,,,,,,,55,11933.649969,4072.486285,15629.747117,4107.562328,18617.972564,4218.054321,4200.122289,18263.995423,8585.731455,5236.404452,157259.546758,26222.316252,4853.759976,56218.531678,115102.795448,37300.649236,25245.010069
,,,,,,,56,11948.073145,4117.286824,16120.992529,4283.377904,19303.250263,4353.060882,4293.784309,18075.815950,8533.238797,5901.876383,159494.137276,27064.506536,5097.417716,54056.023037,115922.353171,37776.679734,26475.294862
,,,,,,,57,11951.075595,4152.952202,16540.175864,4437.110344,19701.950333,4422.121690,4337.474749,18040.585177,8618.185554,6051.128074,159580.091949,27668.447616,5191.035617,56938.274736,116840.047306,40726.246333,27180.325559
,,,,,,,58,11950.723045,4171.152664,16790.904349,4542.700075,20149.739573,4502.014965,4381.003579,18100.316170,8570.277955,6055.442289,159232.089557,27841.890447,5184.839304,62726.775640,117138.673149,43842.890143,27481.471485
,,,,,,,59,11938.424027,4150.589074,16657.622110,4514.013561,20386.190019,4521.890730,4416.020240,18193.024726,8388.909964,6054.171731,157701.462339,28115.927874,5125.154505,69249.609577,117851.058617,46647.419940,27894.768307
,,,,,,,60,11927.337244,4133.682551,16541.085245,4479.348121,20365.465406,4513.641592,4406.060059,18248.910074,8419.533438,5983.699384,155767.990682,28341.554517,5111.822389,76650.530946,118146.625866,48639.807908,28027.241574
,,,,,,,61,11920.252617,4122.156884,16438.594131,4452.906190,20252.051928,4516.647623,4420.057997,18118.144030,8326.602366,5917.440662,153986.791674,28556.252339,5118.298428,79378.308183,114651.157829,49055.295632,27891.010027
,,,,,,,62,11913.247364,4110.248349,16298.104769,4398.038528,20204.630069,4523.057711,4451.885504,18169.700608,8178.133286,5875.576669,151787.228468,28288.037387,5106.873891,81263.174263,112644.888760,49336.582385,27927.394779
,,,,,,,63,11890.553593,4077.551771,15991.376304,4294.240364,20307.517644,4553.378103,4465.469230,18215.094120,8380.144823,5811.536822,149317.545014,28210.502712,5153.366698,81697.736451,110178.042410,49232.383960,27936.016665
,,,,,,,64,11875.490409,4046.011178,15725.193113,4214.762874,20555.497154,4589.808585,4434.904054,18316.329426,8877.217412,5758.502747,148597.038522,29199.476470,5263.077073,81819.553854,110427.738587,48373.723178,28625.410760
,,,,,,,65,11886.934035,4061.742551,15830.850093,4262.973533,20507.681311,4581.912323,4390.958979,18369.594823,8574.223584,5951.413870,152386.240878,29150.257022,5297.819943,81666.136351,114984.723143,47611.601721,30208.048537
,,,,,,,66,11931.012481,4133.009843,16341.183270,4439.334019,20040.784739,4515.191548,4325.744987,18401.085413,8136.770966,6395.525241,157831.718699,28890.467556,5266.474800,82197.397358,117534.285217,47592.764273,30056.383134
,,,,,,,67,11983.052273,4227.633458,17071.290854,4684.129068,19402.989208,4416.298703,4253.537935,18454.973037,7706.567570,6407.401892,161977.249622,28852.267071,5129.097991,88282.485621,116413.881207,48572.895603,29538.918111
,,,,,,,68,12013.892539,4291.936592,17657.342876,4881.870860,18813.498263,4314.688134,4182.728648,18407.552793,7308.692977,6158.039857,161918.556603,28189.209251,4912.115148,94109.405290,113882.191698,51312.825725,29055.868324
,,,,,,,69,12038.924539,4342.445314,18133.149763,5057.369139,18218.710795,4209.881171,4105.205532,18672.100514,6837.036302,5793.783532,161375.658602,26648.308818,4589.194722,94180.610040,113100.720683,53716.128495,28597.242684
,,,,,,,70,12149.656391,4560.969325,19978.962912,5706.112972,17383.994353,4067.267322,4005.786847,18594.208419,6386.594257,5407.413373,169230.556001,25295.616064,4333.919077,91778.216802,115332.946171,54536.637336,27599.896305
,,,,,,,71,12121.959801,4499.638806,19582.855357,5573.713227,16429.120595,3921.965639,3898.532448,18507.570881,6144.494929,4940.977413,162865.600937,23652.537454,4059.767260,89233.109354,117651.369810,54408.772454,26933.661497
,,,,,,,72,12107.153901,4468.889223,19304.963671,5483.025861,15712.183545,3807.829897,3813.106462,18408.174310,6010.247259,4540.534468,159508.255874,22299.398716,3874.193264,85461.401254,109801.562413,53823.747398,26108.323986
,,,,,,,73,12107.123612,4466.751019,19080.012174,5429.707481,15723.008422,3658.902375,3864.208358,18641.908859,5960.510321,4488.658598,156461.441475,21849.548181,3965.076147,79614.329074,110724.579417,49565.296946,25658.807669
,,,,,,,74,12097.498605,4447.546744,18878.929994,5364.648934,15538.522455,3613.474629,3819.966643,18562.086873,5982.907071,4364.814574,155259.882230,21593.965150,3918.240020,75361.660996,108205.486279,47444.765268,25229.604564
,,,,,,,75,12079.085413,4406.369171,18530.293264,5247.732504,15502.511168,3600.542530,3807.577499,18483.618850,6091.336757,4322.223483,154026.833557,21605.332962,3884.516846,73015.224006,104088.694726,44996.433240,24822.458342
,,,,,,,76,12027.079230,4295.437928,17628.508984,4927.587515,15662.021738,3613.968414,3835.343544,18443.377166,6456.358081,4355.734860,150404.839381,21862.331330,3950.250842,69031.469461,99572.346028,42459.005100,24279.008690
,,,,,,,77,12033.799113,4269.495408,17169.186441,4759.659431,16276.395296,3692.740128,3927.136390,18624.963784,7406.654594,4474.855256,155078.801296,22529.257905,4226.535843,63669.708899,96032.968290,40501.077465,23685.468816
,,,,,,,78,11919.858637,4025.132569,15087.241088,4021.507080,17626.916290,3899.898946,4110.961242,18675.394066,8409.022372,4799.982431,150032.553939,24888.677484,4663.218553,60136.719338,95842.380571,38976.802750,23981.560265
,,,,,,,79,11948.223264,4079.387330,15597.352753,4179.197751,19065.608732,4167.339803,4328.585186,18490.832135,8689.019489,5514.600531,156251.166913,26379.476188,5067.175914,56089.286988,95234.366309,37956.295727,25299.506421
,,,,,,,80,11960.130288,4122.157165,16108.676094,4337.506903,19735.344736,4292.280312,4415.539579,18295.732408,8637.912252,6168.703191,158589.627937,27225.769360,5318.540478,54812.312440,97643.955824,38947.023080,26507.680985
,,,,,,,81,11963.132738,4157.864815,16567.472194,4473.762414,20105.984734,4353.957635,4452.998701,18251.008442,8723.729413,6290.440992,158504.599395,27837.094814,5415.964343,57872.361807,101435.109805,42042.218427,27196.697140
,,,,,,,82,11960.968256,4178.490618,16856.006606,4568.911653,20527.519532,4426.047663,4491.164248,18301.918327,8675.791387,6271.801617,157764.867442,28006.264482,5409.709397,62642.738773,103152.728163,44944.186157,27467.393672
,,,,,,,83,11948.904307,4158.873574,16743.631353,4524.133427,20745.851893,4442.415745,4520.464248,18389.405108,8493.874256,6257.588166,155837.174073,28279.869246,5350.152574,68173.803488,104216.060888,47310.484759,27853.865097
,,,,,,,84,11938.828285,4142.913597,16613.016572,4484.796692,20716.579928,4431.995171,4509.124258,18440.431011,8523.618101,6182.810353,153702.215454,28504.444834,5329.135397,74477.299152,106541.294217,48914.807948,27991.274376
,,,,,,,85,11930.262759,4129.788227,16512.690941,4460.099124,20594.015966,4431.291832,4521.251317,18305.008293,8429.734003,6117.169640,151501.375189,28735.293158,5338.447587,76623.609359,102475.695258,49034.852485,27860.696874
,,,,,,,86,11923.257506,4120.899213,16369.529310,4407.985241,20538.510073,4433.605999,4550.883261,18349.509783,8280.635266,6077.516061,149224.422157,28451.962070,5327.466199,78184.017055,99863.820455,49041.128481,27892.184390
,,,,,,,87,11904.186614,4088.574660,16096.971636,4294.578045,20625.382945,4457.734670,4561.613684,18388.678670,8481.926516,6015.964143,146677.876280,28361.718078,5374.742457,78274.999974,97284.214878,48774.975838,27897.249717
,,,,,,,88,11890.465226,4061.000134,15870.969708,4205.399812,20857.175748,4488.781903,4531.372307,18499.459341,8978.326307,5963.868294,146134.545776,29330.890954,5488.277660,78347.364627,97132.285495,47965.348912,28548.517250
,,,,,,,89,11903.068173,4077.678053,16023.662358,4250.451397,20812.763404,4479.269267,4489.800577,18567.484317,8674.649219,6157.148070,150170.826323,29261.865754,5520.048077,78138.724272,101125.473918,47357.828488,30014.946628
,,,,,,,90,11948.268381,4151.390345,16567.050793,4430.008484,20366.253384,4414.337480,4428.471160,18620.914597,8235.735954,6585.339003,156015.326358,28994.274818,5482.707739,78545.924622,103435.581005,47523.665839,29871.795373
,,,,,,,91,12001.318935,4248.439301,17309.751689,4691.097891,19753.416686,4318.956086,4359.401087,18690.828017,7805.241538,6593.953677,160231.329488,28942.377179,5337.637394,83136.733110,102823.226994,48690.304785,29422.855220
,,,,,,,92,12032.159201,4314.322479,17883.420251,4890.605508,19185.677608,4221.590735,4290.197080,18634.160052,7408.029904,6356.825031,160355.917671,28264.218483,5120.673123,88049.581024,101860.030998,51412.650333,29007.443455
,,,,,,,93,12055.724354,4365.203225,18344.084361,5076.395814,18620.315506,4122.416016,4211.659601,18901.320205,6937.553987,6001.784782,159726.692533,26765.236194,4804.269978,89006.120503,101127.971329,53597.390870,28587.865732
,,,,,,,94,12166.662187,4588.245212,20190.588813,5734.360042,17825.164368,3987.690562,4110.680381,18826.351413,6487.143415,5619.281784,167478.066883,25404.617099,4549.472992,87832.145792,103592.050059,53842.923036,27598.717327
,,,,,,,95,12140.988104,4531.370738,19764.989002,5609.849656,16906.048490,3850.797496,4003.108666,18740.423546,5966.083253,5159.434181,160845.281950,23748.117922,4270.455411,85872.936755,106916.438035,53151.515698,26904.676045
,,,,,,,96,12125.376440,4502.253828,19488.863216,5526.767558,16215.025748,3744.528503,3918.982055,18641.354361,5809.615701,4772.475838,157100.532891,21524.007386,4079.299383,82427.360148,105419.156062,52427.767170,26071.316141
,,,,,,,97,12125.095061,4491.655689,19196.127629,5500.437635,15773.828454,3689.377267,3849.203332,18756.998269,5746.378314,4278.871028,152023.013255,21030.579346,4098.816045,80123.669041,106300.363465,47432.955043,24740.253435
,,,,,,,98,12116.356748,4471.978140,18990.975660,5440.109372,15582.083488,3646.503048,3807.157341,18686.996895,5752.582935,4178.644805,150246.308257,20731.013492,4053.804938,75190.251873,103337.835166,45727.205139,24354.184397
,,,,,,,99,12099.424455,4432.752636,18644.504412,5324.996293,15530.702149,3634.217717,3795.963087,18625.502852,5847.776103,4148.671332,148459.394088,20755.381875,4025.162371,72214.245191,98486.208203,43716.433636,23987.542570
,,,,,,,100,12051.050605,4326.430259,17741.609125,5017.859586,15686.251537,3648.700051,3824.316851,18615.703792,6176.849136,4187.205053,144518.554664,20979.149678,4100.674072,68085.166116,92835.932450,41540.270889,23524.014718
,,,,,,,101,12059.242916,4303.620766,17307.017746,4877.721922,16344.758533,3738.389171,3916.870754,18774.222043,7103.032328,4306.067260,149024.850262,21713.029731,4386.235197,62666.675288,87873.761323,39958.988643,23171.359158
,,,,,,,102,11946.941353,4062.208115,15216.697661,4147.810042,17737.097618,3947.853653,4099.873979,18800.237523,8140.216078,4622.096534,143870.540644,24123.882061,4822.135075,59193.228706,85881.559892,38878.337685,23749.343450
,,,,,,,103,11975.517541,4115.888354,15681.974863,4296.040144,19178.962293,4188.553865,4310.154517,18594.683024,8444.321162,5315.812130,150460.397948,25750.213918,5220.953130,55461.086935,83134.921195,38302.855430,25081.658434
,,,,,,,104,11988.348819,4155.387551,16169.360339,4438.975872,19851.213962,4293.825625,4390.567774,18396.411903,8394.421309,5953.984467,152366.044870,26670.284295,5467.232120,54882.633437,83440.094130,39377.196269,26194.566794
,,,,,,,105,11990.191947,4185.337291,16593.504196,4563.257207,20222.148624,4353.297725,4423.879764,18347.784404,8458.104378,6056.755542,152103.597941,27242.542734,5557.821887,59144.105348,86359.581280,42140.198156,26748.145702
,,,,,,,106,11988.262534,4200.247456,16859.585310,4641.909441,20647.236162,4427.830726,4459.156424,18395.375422,8336.937056,6004.276222,151466.861636,27393.630259,5545.354189,65086.171069,89624.154872,44753.146047,26967.136882
,,,,,,,107,11973.572416,4174.813525,16701.438680,4586.488076,20887.034751,4453.651747,4485.862263,18478.205868,8051.589626,5955.698071,149320.771571,27533.543215,5484.309117,69594.375276,92434.622132,46869.404337,27277.751746
,,,,,,,108,11963.496395,4155.853685,16579.050525,4534.577848,20875.482849,4452.715156,4474.793779,18528.249237,7913.237472,5859.771343,147371.927430,27627.901374,5463.368940,73964.546357,95868.443365,48243.957687,27427.217563
,,,,,,,109,11953.699090,4141.409745,16450.297499,4495.951064,20755.888366,4456.489769,4485.855482,18389.977981,7691.577243,5785.445298,145380.260369,27750.430985,5467.922656,74517.356549,92379.310115,48302.412413,27268.447852
,,,,,,,110,11946.693837,4128.081391,16302.175347,4440.880754,20679.543230,4458.618109,4513.298217,18419.734534,7530.381357,5742.053124,143177.380265,27482.025506,5448.728541,75057.531206,89871.325836,48308.935774,27284.397528
,,,,,,,111,11924.235135,4094.278042,15990.388890,4315.407673,20732.584406,4479.946565,4521.611977,18445.067592,7736.213961,5675.460715,140473.927632,27428.655438,5480.011398,74440.557243,87870.719884,47916.215936,27274.320994
,,,,,,,112,11907.916666,4063.683995,15714.990871,4215.197663,20895.663527,4499.813928,4491.206518,18551.536436,8234.197161,5604.854559,139249.651209,28424.546089,5580.731835,74393.241615,88000.055088,47295.134347,27830.910371
,,,,,,,113,11919.383799,4080.361914,15828.577542,4250.197393,20758.265374,4471.802998,4450.258047,18624.577593,8004.270832,5744.544186,142859.899106,28396.282972,5620.924173,74520.036108,92094.600120,46894.697261,28941.873689
,,,,,,,114,11962.326430,4151.651819,16328.011825,4424.462406,20208.326355,4387.381981,4390.037058,18667.593675,7483.713465,6140.192355,147975.002316,28110.983607,5604.216528,75786.546566,95220.627903,47172.651492,28774.527453
,,,,,,,115,12012.750816,4247.838773,17059.629311,4672.805168,19519.986972,4275.216472,4321.656624,18717.659046,7016.472091,6210.626054,151722.520872,27925.584716,5477.170839,81963.020393,96075.410797,48210.026902,28362.710052
,,,,,,,116,12042.210744,4312.696770,17637.751608,4870.779102,18931.020451,4171.349258,4252.322812,18680.186523,6665.690005,6039.349354,151339.602236,27216.905137,5260.731104,87497.066877,96889.756319,50353.720262,27991.844979
,,,,,,,117,12065.650845,4364.726559,18129.233360,5047.167829,18383.172800,4072.983959,4172.923975,18919.368328,6302.248433,5718.574974,150467.098248,25644.511068,4931.653389,88730.113231,96680.950141,51780.067128,27574.995436
,,,,,,,118,12175.121831,4586.573838,19989.728610,5695.163880,17626.311859,3941.236114,4071.792748,18837.196837,5933.573328,5351.833430,157927.056600,24288.605393,4670.754418,87612.164258,98716.797200,51516.567447,26595.282797
,,,,,,,119,12145.795782,4521.773138,19582.921625,5569.529913,16731.794319,3814.075966,3965.676581,18768.030461,5447.041035,4903.688214,151193.824292,22655.822686,4394.328140,85853.709274,101614.220464,50623.602766,25896.485458
,,,,,,,120,11989.727742,4211.248255,17007.090288,4682.958710,16047.367931,3718.403195,3883.707811,18685.969594,5275.007588,4543.282367,134610.611355,17174.462897,4207.581697,82471.892277,102885.240855,49982.489231,25098.135514
,,,,,,,121,11969.974362,4147.669507,16502.927602,4394.958032,15204.362431,3360.246781,3600.167031,18775.011991,5187.153043,3964.138508,130952.229722,16486.114765,3920.096098,70199.952031,104382.189654,45643.498963,25241.807394
