Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7,Load_MW_z8,Load_MW_z9,Load_MW_z10,Load_MW_z11,Load_MW_z12,Load_MW_z13,Load_MW_z14,Load_MW_z15,Load_MW_z16,Load_MW_z17
,,,,,,,11,11866.807277,4025.216174,14730.836609,3626.622001,18341.747515,4110.238765,4256.737619,17392.168473,6241.172199,4555.727927,116983.873221,22461.775262,3820.120886,69862.071438,88171.787425,41808.942895,25047.964209
,,,,,,,12,11861.184178,4012.439952,14652.258503,3593.945229,18575.584504,4132.423095,4270.341842,17483.725067,6189.039060,4575.134720,115672.992103,22658.859542,3847.076823,73374.358540,91231.241942,43013.885562,25191.149705
,,,,,,,13,11856.636144,4004.626532,14589.653945,3570.420952,18660.417559,4165.813650,4305.585499,17389.277349,6224.396827,4548.162446,114142.334699,22894.449049,3857.240846,73072.686628,87594.390406,42852.378229,25013.956482
,,,,,,,14,11855.264159,4005.315655,14543.434873,3548.417852,18754.314757,4211.598430,4352.648884,17497.473620,6329.558165,4512.158215,112785.702996,22663.939648,3857.616567,73268.981174,85192.413001,42511.489112,25048.361867
,,,,,,,15,11855.573544,4009.050296,14537.169126,3526.473647,18962.396606,4290.604002,4389.268248,17596.242109,6683.540090,4480.442857,112150.669845,22707.760030,3905.734876,72708.505504,83556.716389,42642.706262,25090.878676
,,,,,,,16,11862.777433,4026.570254,14649.127040,3553.904252,19225.551369,4364.723946,4370.329791,17728.063208,7205.012177,4490.588308,113838.574397,23817.332837,4022.499885,72603.056106,84118.694163,42405.917588,25688.370577
,,,,,,,17,11874.537869,4048.658694,14818.324866,3606.201655,19072.772830,4370.560333,4322.133117,17780.874709,7112.934467,4671.683854,118455.244257,23709.509798,4067.331634,72207.941269,88821.241771,42112.575601,26923.561095
,,,,,,,18,11904.614575,4094.439335,15137.643947,3722.983377,18431.046613,4297.968966,4239.188009,17800.718516,6766.938883,5007.249363,124212.525110,23424.033560,4037.697021,71605.448892,92598.502082,42837.021356,27125.931545
,,,,,,,19,11932.866812,4143.430895,15457.078997,3845.810675,17708.460875,4205.997782,4151.664160,17894.537917,6452.663787,5048.465754,127442.436609,23376.452084,3958.103504,75138.769790,95157.651043,44917.179921,27149.439915
,,,,,,,20,11942.653575,4172.286918,15697.918543,3935.166693,17242.251317,4132.108325,4077.769521,17927.303622,6204.173898,4846.823320,126308.846884,22684.990337,3832.297047,81512.568814,95203.099698,48435.680073,27059.246394
,,,,,,,21,11948.780077,4184.535695,15858.644007,4004.199861,16935.718527,4076.755127,4015.412339,18255.479150,5948.362739,4606.418794,125330.261904,21161.808199,3660.015481,85771.992840,94392.886919,49996.647409,26790.997427
,,,,,,,22,12005.903936,4302.411992,16833.511937,4353.927785,16565.639970,4022.167956,3940.911834,18244.601527,5718.660378,4390.346821,129847.294809,19762.969868,3550.424374,85894.778365,96641.522245,48756.960097,26009.440795
,,,,,,,23,11978.479375,4246.208770,16526.220043,4260.873029,16138.561989,3957.592399,3864.305310,18207.037672,5529.468501,4120.402199,125194.532307,18165.642606,3392.889869,82883.843932,99742.672143,47835.010728,25551.543922
,,,,,,,24,12107.745799,4498.278880,18600.145889,4988.931683,15775.898465,3887.405492,3800.898330,18127.551505,5376.201096,3851.467788,135010.057089,20274.464395,3275.353458,79426.929835,98827.147877,47868.274204,24982.402083
,,,,,,,25,12117.338659,4498.705994,18334.671591,4925.416274,15015.362184,3674.938923,3898.851006,18464.808517,5307.015822,3859.125359,138485.565948,19737.074124,3372.538711,75686.030046,99782.976444,47784.412615,25171.637591
,,,,,,,26,12107.451338,4479.974992,18152.269632,4864.666266,14841.886083,3633.253940,3858.982550,18391.248903,5303.718614,3747.915668,136997.122385,19369.202179,3327.159294,70418.737894,97247.657725,46117.120769,24717.968742
,,,,,,,27,12087.804964,4434.037849,17792.276915,4748.939691,14789.429952,3619.191626,3849.895210,18326.074868,5366.354628,3702.396084,135355.236520,19411.197805,3295.946449,67366.480801,93563.860099,44066.127133,24305.762554
,,,,,,,28,12035.437634,4325.024879,16922.808670,4448.987753,14940.361113,3630.417334,3882.275791,18323.263146,5598.162462,3714.724957,131701.877663,19569.555941,3368.343420,63114.348276,89552.436667,41804.034524,23768.180591
,,,,,,,29,12041.036317,4300.177844,16560.834179,4313.091500,15612.995884,3718.118491,3986.839898,18486.330658,6243.501322,3781.829827,136567.212831,20337.949818,3648.540547,57631.714060,86664.753312,40072.324750,23257.273815
,,,,,,,30,11925.503886,4052.284758,14458.717013,3599.464237,16977.355623,3911.839012,4185.134892,18524.543250,7015.153853,3978.386467,132483.996170,22818.428476,4066.516360,54064.733357,89693.452739,38774.522888,23686.429663
,,,,,,,31,11952.960790,4105.056627,14871.687328,3757.804752,18338.215535,4116.691945,4386.171620,18330.918483,7336.123766,4426.451967,139846.352717,24456.955357,4439.081412,50197.774297,91093.862154,37849.697876,25091.770791
,,,,,,,32,11966.410903,4146.750943,15330.285557,3918.219585,18935.604565,4201.726514,4449.381418,18136.009853,7391.701281,4878.732232,142248.149712,25270.979663,4668.228060,49723.919563,92631.508919,38737.055248,26324.469573
,,,,,,,33,11967.980871,4172.053581,15731.508003,4059.624922,19234.209664,4258.434322,4469.012676,18096.949735,7482.998132,5038.818527,141694.892916,25673.536804,4760.006089,54227.225531,94715.638711,41436.616844,26991.729774
,,,,,,,34,11967.373287,4187.326966,15994.790446,4154.750439,19597.985186,4334.559952,4493.073315,18154.621606,7438.593537,5090.222111,141386.036366,25728.760122,4759.375896,60509.788277,96346.469215,43832.580486,27296.573265
,,,,,,,35,11949.814637,4156.155943,15868.207686,4118.157231,19823.579461,4368.644307,4506.522977,18244.909981,7277.336350,5109.502735,139191.304144,25942.666213,4709.720484,65673.392061,98056.101192,45699.125648,27688.623832
,,,,,,,36,11938.690065,4137.041401,15733.231604,4078.730529,19816.694143,4375.813086,4494.328351,18301.056152,7229.257112,5063.920929,137355.544597,26122.995018,4708.143989,70652.198889,99731.139750,46958.195068,27825.767934
,,,,,,,37,11929.682299,4121.312417,15618.915980,4044.235459,19692.095748,4383.238446,4501.655432,18167.459856,7143.142890,5011.821053,135287.876261,26320.947612,4713.012850,71633.557192,96914.410843,46875.838907,27672.595810
,,,,,,,38,11920.395901,4106.748040,15462.068148,3980.347589,19584.475268,4386.058575,4523.466895,18203.477937,7083.232009,4972.803293,133140.075828,26082.417524,4700.166243,72403.528657,95745.065507,46732.507643,27696.196864
,,,,,,,39,11897.777328,4072.725369,15110.309470,3849.175448,19575.513706,4405.698316,4524.982205,18231.499389,7352.074978,4918.529485,130168.337622,26093.447951,4749.390691,71827.318494,93630.760018,46501.045155,27683.053660
,,,,,,,40,11880.432998,4040.857290,14801.636978,3740.726358,19631.463273,4417.477507,4497.824367,18316.297394,7847.605072,4869.190293,129121.506077,27081.587639,4857.242158,71671.768586,93698.216088,45884.266090,28317.590201
,,,,,,,41,11893.018714,4053.143299,14855.572073,3769.224970,19408.989337,4377.244762,4466.002498,18359.527970,7594.138722,4977.792734,132743.469378,26988.092852,4880.249920,71649.112062,97573.296685,45440.552934,29730.222127
,,,,,,,42,11936.929770,4123.364519,15324.054142,3923.298893,18810.541564,4281.573175,4419.281232,18370.223901,7123.147684,5314.617811,137156.990095,26726.078413,4829.034783,72747.268969,100313.775106,45743.392418,29503.926820
,,,,,,,43,11989.004073,4216.257711,16028.240862,4158.156361,18113.956107,4162.160523,4361.708907,18406.016528,6706.551354,5388.690672,140055.229655,26632.974720,4684.995389,78554.497098,100710.003643,47054.194109,28936.999517
,,,,,,,44,12019.816762,4281.944202,16607.982456,4346.877297,17559.604448,4060.294639,4298.511809,18381.492029,6377.149195,5223.082920,139128.884685,25916.526773,4471.013368,83727.658865,98531.328693,49735.932151,28455.940151
,,,,,,,45,12042.693857,4330.189355,17095.981455,4517.275920,17082.436902,3970.527593,4217.111106,18614.488926,6027.205560,4965.752684,137898.228331,24394.824547,4162.002272,84822.630039,97819.041004,51684.343220,28021.443748
,,,,,,,46,12153.520909,4547.284101,18952.869703,5164.718887,16435.038253,3851.466875,4112.016657,18524.203765,5685.557238,4697.748562,145270.543435,23071.087396,3919.392081,83745.426521,99778.797314,51521.311905,27036.199302
,,,,,,,47,12123.303221,4483.191170,18570.255920,5037.237656,15645.177132,3741.773576,4004.944400,18451.147995,5658.886521,4364.185083,137965.088195,21511.728214,3655.266225,82094.276975,102322.998263,50729.203225,26371.534756
,,,,,,,48,12108.477224,4452.206456,18302.204189,4944.532303,15032.865616,3661.511721,3925.965484,18366.373852,5526.283935,4067.094823,133671.579924,20397.916658,3477.499943,78548.657413,101522.535978,50326.197835,25551.901064
,,,,,,,49,12096.896327,4342.597803,18075.655864,4892.502235,14271.595273,3503.473759,3688.480935,18219.891996,5477.331676,3410.632886,130450.443290,19847.079942,3316.131119,77904.197046,102605.667162,46866.192884,24612.296841
,,,,,,,50,12088.175167,4318.972455,17866.217997,4828.375343,14105.490961,3458.141453,3645.913375,18157.459460,5498.964861,3304.579043,128834.217937,19448.408457,3267.596666,73017.211010,100159.705088,45482.674757,24212.599986
,,,,,,,51,12070.959273,4277.889601,17514.464308,4717.234636,14093.588493,3446.722506,3633.296915,18104.107428,5607.740619,3272.229036,127650.312565,19489.968894,3233.037102,69982.199434,96702.359233,43743.304919,23835.627674
,,,,,,,52,12019.994341,4168.557222,16608.239437,4412.696830,14265.962960,3461.492359,3657.797333,18109.183456,5970.015264,3310.566304,123994.576059,19626.386394,3304.734248,65740.792513,92649.317637,41745.819044,23353.560382
,,,,,,,53,12025.140013,4143.409698,16153.843539,4271.964644,14855.091578,3536.712737,3738.854607,18220.628567,6911.673109,3435.198920,128902.431357,20405.340747,3596.819995,60212.826076,90067.650188,40350.937521,22951.718435
,,,,,,,54,11909.493126,3902.809136,14061.230654,3568.613739,16174.944354,3735.180414,3903.903841,18216.580130,7904.897942,3751.709922,124320.636813,22931.991282,4032.275866,56629.812976,94007.052952,39532.642491,23456.774371
,,,,,,,55,11936.713794,3954.523743,14555.590614,3742.858587,17592.814064,3997.755342,4108.047128,18000.124036,8172.708282,4418.606641,131515.013740,24576.943730,4417.469851,52743.702746,96616.837228,39093.851546,24752.050461
,,,,,,,56,11947.497190,3991.822268,15059.915053,3902.481129,18229.981839,4123.326014,4194.547709,17806.625151,8112.036531,5002.358313,133892.471808,25256.480346,4647.750677,51946.523372,97749.318933,40226.373699,25852.199810
,,,,,,,57,11949.410152,4019.602155,15513.212029,4032.484312,18567.742113,4187.464074,4236.560693,17769.034191,8185.754725,5093.558201,134049.119725,25501.141215,4739.065366,55864.971493,98688.949236,42797.386327,26411.359258
,,,,,,,58,11946.549313,4033.077167,15799.554913,4114.477640,18952.930309,4264.036922,4280.425607,17826.221295,8124.590487,5054.302796,134017.245071,25506.674912,4740.205159,61528.378818,99052.873889,44887.448530,26648.034949
,,,,,,,59,11928.778050,4006.261877,15654.775452,4055.684617,19131.016576,4284.060087,4317.972551,17914.127470,7928.851800,5018.260715,132377.165375,25746.957478,4691.147162,66312.763444,99815.080621,46399.920380,26981.528145
,,,,,,,60,11917.429006,3983.030899,15533.197814,3994.912906,19076.086876,4277.222418,4309.907109,17972.122807,7935.447431,4931.786275,130689.600696,25958.476351,4693.372940,71231.602859,100270.951808,47390.752214,27129.635367
,,,,,,,61,11908.058783,3968.221129,15408.395990,3953.163936,18945.947335,4281.707590,4323.752859,17839.762468,7828.463839,4858.840252,129121.623812,26169.496989,4698.667132,72239.099973,97105.364768,47136.279603,26974.568995
,,,,,,,62,11898.753199,3954.975489,15271.110520,3892.215337,18902.925156,4289.582853,4354.687041,17869.191120,7686.064581,4811.640962,127118.293523,25945.394023,4685.144485,73074.921247,95780.563352,46815.941078,27000.890938
,,,,,,,63,11874.865869,3921.791920,14986.167893,3778.157012,19009.010712,4320.770747,4367.292868,17896.019365,7901.565871,4744.259289,124321.069572,26024.653820,4732.795953,72729.071591,93767.855144,46504.298117,26997.469772
,,,,,,,64,11858.554060,3893.779845,14748.853653,3693.304520,19288.524596,4357.944961,4334.688293,17998.306239,8413.670684,4677.814329,123674.698954,26967.344439,4837.902082,72799.052270,94054.418602,46034.692669,27581.974914
,,,,,,,65,11868.594841,3915.857805,14870.641336,3753.924629,19332.069412,4353.095913,4286.917360,18060.269336,8131.749943,4820.656036,127386.661304,26809.735988,4849.539014,72989.744246,98447.278113,45769.457184,28795.841149
,,,,,,,66,11911.473376,3992.775001,15398.980090,3957.838107,19002.547056,4292.040643,4216.616728,18062.965589,7689.261787,5234.375821,132798.245495,26560.335414,4780.039860,74367.282944,101348.108869,46294.031934,28630.014652
,,,,,,,67,11962.385957,4094.621040,16115.174319,4226.713985,18484.427354,4199.697674,4142.331281,18081.560080,7251.037394,5324.927341,136869.645555,26530.313143,4626.166987,80932.702675,100530.066291,47804.113271,28173.764573
,,,,,,,68,11992.032485,4164.264785,16689.227971,4431.115401,17952.764125,4104.064413,4072.162701,18072.037456,6852.101722,5162.943181,136676.280146,25810.418900,4416.100797,86559.954913,98593.755938,50435.654462,27764.491292
,,,,,,,69,12014.696967,4219.884789,17180.245793,4603.551603,17379.935870,4003.579422,4000.701666,18283.698380,6385.413687,4850.460958,136035.113170,24319.270250,4117.117949,87191.812610,98282.961117,51923.909074,27337.781776
,,,,,,,70,12123.416169,4445.273601,19033.282186,5247.060327,16559.527397,3866.368248,3911.181976,18197.402169,5947.652097,4485.618860,143537.678135,23027.280244,3876.275121,85544.684685,100504.667044,51077.481613,26377.058221
,,,,,,,71,12093.670955,4392.290315,18642.277831,5114.055483,15631.630319,3728.708680,3815.995590,18150.314516,5708.349671,4033.369062,136777.586226,21519.395990,3608.159369,83697.893810,103092.934283,49867.204192,25725.355963
,,,,,,,72,12078.844957,4359.586299,18353.769296,5016.180692,14947.888384,3621.737750,3739.654068,18088.344767,5581.492345,3667.462016,133050.196203,20031.590646,3426.741111,80325.121333,95393.649411,49440.415172,24953.996332
,,,,,,,73,12075.189362,4365.648870,17958.535887,4941.179941,14340.062451,3616.638489,3570.713468,17993.218098,5535.016165,3447.466939,129946.290452,19501.829836,3248.289818,80607.256244,96219.727233,48622.725804,25070.336157
,,,,,,,74,12065.302041,4346.438232,17748.183061,4880.158946,14145.536655,3572.361547,3527.965756,17909.844999,5557.747199,3339.078917,128429.489322,19124.583148,3201.213054,75946.663377,93833.744277,46775.722246,24635.153119
,,,,,,,75,12045.655667,4310.550213,17390.187630,4770.227222,14084.962425,3561.521472,3516.476100,17830.051616,5663.000875,3304.173617,127169.724555,19191.341818,3166.744764,73217.361770,90169.531669,44562.306234,24227.670981
,,,,,,,76,11995.742440,4204.872514,16546.416910,4462.750146,14227.375753,3577.869506,3543.444899,17800.581819,6015.803134,3338.931909,123605.671276,19343.978994,3238.577851,69163.994731,86253.585199,42184.639721,23693.489707
,,,,,,,77,12002.176054,4184.541438,16292.116837,4324.138727,14859.100927,3662.606732,3629.899029,17953.613569,6927.756298,3456.369599,128650.109948,20143.983602,3527.369068,63685.606654,82990.114311,40274.664387,23112.269975
,,,,,,,78,11889.200323,3946.535036,14397.155268,3617.931991,16187.895640,3870.481127,3804.510420,17996.538612,7884.444930,3760.970745,124354.641846,22686.344687,3958.458406,60115.866036,83156.952985,38670.087066,23392.311869
,,,,,,,79,11917.587152,4005.322963,14959.287925,3790.092376,17563.592822,4127.664305,4020.607888,17821.141944,8150.250224,4410.126817,131664.847230,24346.912470,4338.953565,56162.076005,82673.528482,37496.667355,24654.813461
,,,,,,,80,11929.532270,4050.214501,15471.750984,3946.609021,18226.974926,4246.854562,4112.314098,17643.199619,8100.301644,4985.969919,134259.110913,25038.398895,4570.861201,54995.242835,85184.305828,38146.357093,25838.530647
,,,,,,,81,11932.824007,4084.849547,15902.554252,4076.007712,18616.451713,4311.017793,4154.422447,17618.596262,8182.273094,5084.881333,134287.110151,25286.461124,4666.320458,58648.855408,89381.169436,40829.385948,26516.916750
,,,,,,,82,11930.928480,4103.679621,16169.296569,4157.396549,19062.108132,4388.678080,4196.341364,17685.661285,8139.635754,5057.038621,134317.799219,25284.474293,4669.595525,64226.525721,92047.557766,43607.549256,26787.134022
,,,,,,,83,11916.493996,4077.823602,16019.007399,4097.394542,19323.581579,4411.951656,4228.783285,17780.951811,7970.412894,5031.050159,132957.217416,25528.814005,4622.910356,68998.784690,94099.927558,45994.048172,27170.152613
,,,,,,,84,11906.421130,4058.269481,15869.359383,4037.831815,19330.028126,4407.846722,4218.008195,17839.314111,8008.186220,4952.710745,131509.337135,25744.375517,4624.557182,74084.281197,96624.466271,47583.542914,27298.679101
,,,,,,,85,11896.940890,4044.197564,15737.749085,3995.478353,19226.405871,4412.283866,4231.469696,17710.071658,7925.369933,4884.987138,129983.161631,25962.895488,4629.484803,75176.612705,93210.394315,47806.844515,27148.989762
,,,,,,,86,11888.710636,4033.291124,15581.864069,3941.095974,19161.317535,4417.645970,4262.200580,17760.799865,7783.301952,4841.471983,128281.787917,25738.175072,4616.698392,76101.827280,91337.212395,48018.153912,27175.466638
,,,,,,,87,11868.396323,3997.888524,15248.960993,3833.046261,19223.374033,4445.216797,4275.998411,17806.427424,7976.974722,4778.408081,125961.806529,25819.391605,4669.847611,75901.520101,89521.578431,47742.679851,27191.146881
,,,,,,,88,11853.360691,3966.979716,14970.289205,3748.230074,19383.604735,4474.647234,4247.787227,17901.688200,8457.708315,4719.453140,125734.905122,26752.329001,4780.887233,76009.448228,89835.071289,47039.015695,27868.745495
,,,,,,,89,11863.637709,3981.983313,15034.849112,3809.454674,19230.320680,4457.470041,4207.276864,17947.257514,8168.185772,4871.948387,129862.126713,26569.862423,4792.322145,76129.691425,94340.544653,46497.319870,29359.906394
,,,,,,,90,11909.766631,4052.785416,15483.927949,4005.556645,18658.863888,4382.833513,4146.650947,17957.833599,7755.410832,5273.381011,135794.737676,26314.403062,4721.127703,77223.891576,97165.483464,46545.327974,29289.596307
,,,,,,,91,11961.628321,4144.719337,16169.752078,4267.949992,17956.757146,4278.402801,4077.754779,17993.656257,7345.034592,5338.218095,140077.806406,26274.870615,4566.526459,83552.457748,98312.063003,47343.458022,28906.980473
,,,,,,,92,11991.365681,4209.667975,16698.816246,4464.029189,17370.306445,4177.032062,4010.007024,17966.037605,6959.677284,5162.725370,140204.689475,25539.248219,4354.584303,89499.349485,97228.924997,49449.166041,28488.010856
,,,,,,,93,12015.988168,4259.551275,17118.423266,4630.717674,16835.171344,4075.799214,3933.497555,18216.572055,6498.712271,4851.518721,139686.798038,24044.332522,4054.888054,90471.878431,96154.314474,51294.737490,28011.570078
,,,,,,,94,12125.632855,4478.966300,18892.753542,5266.675298,16102.620269,3938.304694,3834.246601,18127.144340,6060.484390,4496.429149,147482.462644,22753.018810,3812.407226,88773.242825,98788.529842,51760.547018,26987.235669
,,,,,,,95,12098.992623,4416.991151,18438.101436,5124.936333,15236.913469,3802.594414,3726.800947,18042.564626,5798.196835,4059.627154,140912.992942,21246.632001,3542.126138,86487.670976,102349.927663,51417.228009,26282.964348
,,,,,,,96,12085.639212,4386.014124,18139.314965,5029.302540,14570.212320,3698.015972,3642.120011,17947.457592,5652.467385,3701.363616,137278.939297,19365.759831,3359.232216,82928.280907,101058.615865,50960.170196,25453.782779
,,,,,,,97,12087.311211,4380.205977,18009.663286,4967.636910,14034.081025,3713.169463,3662.538907,18019.367255,5593.409685,3526.324077,135308.028919,18857.111348,3222.657231,77488.885361,102172.348639,50481.703123,25595.852290
,,,,,,,98,12077.313874,4360.995339,17810.105267,4907.491394,13870.949117,3669.464381,3619.618548,17937.976515,5601.135415,3413.329731,133964.193846,18498.312536,3175.484030,72787.101985,99540.328894,48139.498315,25128.215369
,,,,,,,99,12058.829222,4320.271952,17440.333110,4792.890364,13844.763397,3654.184229,3607.176788,17861.838778,5693.984754,3374.064718,132697.314042,18563.940105,3142.704992,70093.677177,95020.495813,45430.124906,24713.067714
,,,,,,,100,12009.369284,4213.073018,16534.867549,4484.287743,14000.566032,3664.040896,3633.728378,17832.614316,6011.915984,3403.613475,129334.242547,18748.572617,3217.225124,66021.932229,89804.593773,42656.637685,24203.656532
,,,,,,,101,12016.897691,4186.206192,16120.899833,4337.380067,14590.537717,3744.085056,3722.653642,17999.025745,6894.473868,3507.024563,134342.638007,19556.072720,3502.321280,60587.513290,85058.781837,40392.327196,23733.048253
,,,,,,,102,11906.281071,3941.102077,14056.226887,3626.811567,15875.356381,3945.679508,3900.637199,18045.521846,7879.674286,3792.771082,129747.297066,22096.793365,3924.023593,57027.828067,83193.674893,38443.035748,24266.654167
,,,,,,,103,11936.755385,3994.833217,14557.863059,3792.760158,17230.408560,4189.205781,4109.255112,17863.210206,8162.377447,4430.262804,136909.219528,23756.964365,4295.752685,53050.570765,80504.487739,36947.406672,25835.430746
,,,,,,,104,11950.918369,4034.510999,15053.895919,3949.360241,17833.637240,4301.560806,4191.557907,17672.621705,8112.131085,5036.536529,139474.406896,24500.995819,4521.512457,52003.590746,80540.208437,37583.027401,27168.100002
,,,,,,,105,11957.570510,4066.068993,15484.290171,4082.954070,18145.905298,4366.186308,4227.588918,17639.151484,8174.479947,5179.242872,139731.743115,24820.539245,4614.014968,55737.933588,83066.225198,40649.395368,27898.006901
,,,,,,,106,11956.581283,4082.882532,15758.506035,4163.738415,18516.307594,4443.463317,4265.431572,17702.850497,8069.352188,5169.609860,139705.922911,24866.039890,4616.609546,61355.258128,86102.280742,43746.206912,28178.777789
,,,,,,,107,11941.004262,4056.187412,15612.085754,4114.971935,18711.690161,4469.453554,4295.193278,17799.796343,7813.595407,5145.069642,137992.783936,25108.036498,4571.948686,66456.749292,88502.284604,46434.376265,28560.794055
,,,,,,,108,11933.149263,4039.249629,15461.772665,4050.739901,18677.696643,4467.021865,4284.832455,17860.316821,7704.065625,5061.970801,136665.230937,25317.146054,4572.754271,71855.486220,91654.767956,48315.472284,28685.809303
,,,,,,,109,11925.741484,4024.000281,15330.103646,4009.595423,18552.145105,4467.725913,4296.555839,17732.450028,7518.320840,4990.481570,135081.626288,25536.597454,4577.947797,73208.580838,87928.559776,48626.439794,28559.224214
,,,,,,,110,11917.487606,4011.234276,15180.512924,3957.380945,18486.740237,4467.185361,4325.044818,17784.651923,7384.449345,4945.009825,133027.979523,25322.766575,4564.591510,74271.296685,85316.043427,48812.482342,28592.377707
,,,,,,,111,11896.526853,3977.589993,14879.727347,3847.387435,18546.401656,4485.198488,4334.574513,17830.791013,7617.366965,4876.898870,130594.979588,25386.708425,4613.651009,74063.148850,83384.123418,48667.985543,28612.348651
,,,,,,,112,11882.669148,3946.220470,14629.612777,3762.404620,18734.577511,4502.152890,4303.416814,17926.172923,8109.508315,4806.820559,129869.648440,26375.125022,4720.460532,74091.923514,83714.753167,47781.126562,29337.119759
,,,,,,,113,11895.018627,3962.662973,14756.626835,3823.712659,18678.171078,4470.841459,4260.439261,17966.804870,7850.977327,4935.230568,133863.237283,26270.433622,4734.366017,74065.961828,88081.907341,47029.448794,30942.817644
,,,,,,,114,11939.855167,4033.606382,15277.708480,4026.630915,18255.567503,4382.388185,4197.317611,17977.425180,7337.531741,5316.935316,139625.636748,26027.143390,4669.681098,74918.919064,91701.263445,47033.329231,30788.247213
,,,,,,,115,11993.765694,4129.060191,16015.448010,4301.218456,17682.655114,4267.891046,4127.417149,18017.917126,6876.478451,5394.984389,143524.070751,25975.960152,4519.931489,80595.669801,94224.914561,48072.332265,30247.183038
,,,,,,,116,12024.795157,4196.766473,16589.579486,4509.768125,17157.113260,4164.462482,4057.984698,17977.636236,6523.116986,5230.703252,143054.499915,25270.037282,4310.036425,86034.465350,94196.919399,50886.495583,29660.389324
,,,,,,,117,12051.340261,4248.291176,17070.684011,4681.730158,16640.026519,4071.376651,3980.955382,18229.990870,6155.268895,4925.275518,142149.171266,23773.312762,4010.480050,86971.649871,93529.922064,53391.137306,29036.772131
,,,,,,,118,12161.206162,4470.408125,18907.651428,5321.778559,15913.776916,3947.963417,3882.923606,18148.325034,5798.690859,4578.489489,149772.156303,22475.068316,3772.618829,85511.867164,95762.644563,54175.488872,27876.870822
,,,,,,,119,12132.824698,4409.032781,18507.551808,5181.165139,15069.401911,3825.249259,3779.301987,18067.241501,5641.029079,4147.362148,143169.832578,20946.799715,3509.293693,83473.789151,98847.881633,53927.700381,27043.719890
,,,,,,,120,11978.497259,4097.837818,15918.376699,4286.034924,14435.966117,3731.174271,3697.889653,17972.679534,5467.993535,3787.165826,126858.933502,15857.217752,3330.920250,79986.550444,100298.472354,53280.478997,26097.903495
,,,,,,,121,11962.163719,4025.322671,15643.794042,4077.718517,13458.807262,3294.443956,3517.689732,17920.952561,5378.038973,3747.685463,124469.285543,15211.845706,3175.143911,77644.056505,102051.166340,46810.608114,25844.342620
