Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7,Load_MW_z8,Load_MW_z9,Load_MW_z10,Load_MW_z11,Load_MW_z12,Load_MW_z13
,,,,,,,4716,4856.433597,2444.19121,10200.565595,3086.409905,10740.823811,4031.22986,2880.243924,11709.242456,4820.200635,2428.130063,91717.544071,23444.810199,3930.220393
,,,,,,,4717,4856.063877,2426.960375,10117.255351,3056.948119,10682.981269,4035.634737,2884.68853,11579.717773,4715.321535,2415.052333,90962.331881,23472.017089,3911.493931
,,,,,,,4718,4858.139531,2424.078949,10034.792696,3027.694608,10615.904425,4026.877402,2895.007844,11482.477564,4571.61323,2403.784186,89703.665351,23149.268566,3827.909813
,,,,,,,4719,4852.648724,2435.038121,9970.879596,2995.264644,10615.175274,4022.444976,2891.88125,11371.481919,4510.834733,2364.010015,88299.01288,22953.764557,3715.47516
,,,,,,,4720,4852.274575,2447.545117,9938.398792,2995.759646,10595.451842,4005.090442,2878.200346,11278.814534,4647.701054,2310.05687,87769.655296,22610.548938,3596.210131
,,,,,,,4721,4848.045969,2432.079203,9772.258442,2981.251094,10389.751091,3951.128427,2862.678962,11376.588514,4565.949907,2291.384241,87489.742074,22218.735625,3475.121568
,,,,,,,4722,4838.418972,2402.948754,9536.180579,2931.858862,9926.706123,3861.705924,2836.251576,11415.945849,4366.950881,2341.508886,88441.177829,22066.557739,3361.291126
,,,,,,,4723,4830.329696,2368.866037,9350.523529,2872.042233,9387.323509,3754.360941,2800.236498,11296.817901,4228.843868,2268.089308,88589.914537,22143.49497,3336.976546
,,,,,,,4724,4823.964995,2324.285664,9202.374532,2804.203361,9042.537787,3669.368345,2761.406184,11431.744353,4140.309922,2141.335652,87141.032494,22036.893399,3320.763122
,,,,,,,4725,4805.701755,2278.913057,8997.580981,2705.333979,8802.352,3592.783455,2708.076456,11481.352148,4032.353246,2053.306907,83824.708873,21742.88818,3188.559819
,,,,,,,4726,4778.057084,2220.340034,8637.868225,2525.094917,8494.598837,3488.69592,2641.888562,11162.148359,3811.152524,2002.261314,80328.641503,20492.46599,2984.943797
,,,,,,,4727,4747.338437,2169.12469,8279.837814,2350.97635,8104.345428,3416.406495,2582.095506,10847.420284,3645.20056,1922.898131,75971.878285,18839.170723,2716.731687
,,,,,,,4728,4724.395492,2133.431879,8040.378822,2247.710676,7795.386627,3380.518771,2543.488734,10661.32482,3540.440196,1766.976173,69093.298504,17668.042121,2539.055201
,,,,,,,4729,4712.73523,2082.755663,7823.691489,2109.191748,8127.304064,3321.39162,2669.99558,10732.194513,3493.206111,1607.167775,63494.094706,17000.337403,2544.451889
,,,,,,,4730,4708.286877,2074.331561,7728.732827,2091.839829,8044.615981,3297.580069,2652.246109,10606.186447,3484.526314,1521.227205,60132.15172,16603.44481,2480.970634
,,,,,,,4731,4709.802065,2077.570268,7625.371945,2076.481127,8019.62213,3302.268737,2654.313616,10619.509422,3502.391616,1479.559733,58516.225122,16557.372756,2450.935061
,,,,,,,4732,4715.730439,2101.213801,7709.288035,2119.672422,8112.102596,3337.930695,2686.522673,11062.265063,3603.979849,1469.455458,58545.906426,16219.886497,2534.096422
,,,,,,,4733,4745.152634,2192.187106,8206.638472,2340.984169,8527.0745,3485.555352,2771.090211,11401.798393,3945.809175,1463.061169,59878.250752,16556.973121,2872.565408
,,,,,,,4734,4799.659973,2340.797847,9015.91972,2702.582672,9271.483988,3696.660684,2906.068944,11631.239971,4378.893251,1521.73303,63470.415171,19222.72483,3326.582572
,,,,,,,4735,4845.417597,2440.7824,9649.00077,2969.579566,9928.391123,3806.677893,2989.351953,11643.915528,4647.262152,1738.403528,71926.649339,21365.217393,3697.921932
,,,,,,,4736,4860.358242,2467.248784,9951.247555,3057.944961,10206.002076,3806.845706,2988.775204,11613.341887,4747.891778,2031.242101,80084.723347,22615.132766,3867.151616
,,,,,,,4737,4862.995919,2475.090434,10132.322451,3106.773266,10396.431905,3825.678655,2988.334183,11635.484666,4844.087265,2218.157329,85433.73368,23124.470661,3913.063156
,,,,,,,4738,4861.97888,2474.977485,10230.089518,3139.911737,10703.015435,3881.385416,3009.71111,11682.526375,4834.642369,2313.998603,87895.052707,23284.967995,3903.467939
,,,,,,,4739,4861.238672,2462.307374,10241.933801,3121.427567,10960.995015,3926.817817,3025.787488,11684.197406,4740.913434,2374.448003,89942.014057,23731.861174,3883.069469
,,,,,,,4740,4856.433597,2438.519449,10191.054162,3090.574007,11028.385627,3953.269738,3033.463035,11680.667783,4712.149595,2380.440793,91659.156135,23967.450891,3939.636999
,,,,,,,4741,4856.063877,2422.090375,10107.743918,3057.210925,10986.289356,3974.265118,3046.959063,11547.527152,4613.967091,2367.281587,90858.591009,23959.195047,3922.290435
,,,,,,,4742,4858.139531,2419.146594,10025.281263,3024.764362,10923.461512,3982.11513,3063.356423,11416.534894,4477.406301,2356.0706,89569.889973,23653.099408,3837.437854
,,,,,,,4743,4852.648724,2429.143424,9961.368162,2981.33231,10899.415839,3999.930792,3063.992452,11259.866789,4411.570913,2315.152921,88125.490203,23440.801133,3720.525834
,,,,,,,4744,4852.274575,2440.303384,9928.887358,2972.619882,10867.079396,3999.013273,3047.808911,11136.8172,4539.885011,2256.178519,87559.312143,23080.574672,3608.133564
,,,,,,,4745,4848.045969,2425.015724,9762.747009,2949.536708,10638.716727,3950.449431,3023.69421,11235.905084,4487.33073,2219.224601,87245.365852,22649.760264,3498.073292
,,,,,,,4746,4838.418972,2397.045645,9526.669146,2901.37487,10151.077276,3859.495497,2982.494653,11276.674401,4323.734981,2251.778483,88237.838522,22423.165018,3389.962813
,,,,,,,4747,4830.329696,2364.860902,9341.012096,2845.06545,9634.878781,3747.20174,2933.812223,11173.342341,4204.812212,2185.263435,88432.372309,22417.947155,3354.885334
,,,,,,,4748,4823.964995,2323.096232,9192.863099,2780.377013,9294.170381,3657.15513,2885.36599,11382.36523,4123.439152,2073.776316,86843.662259,22274.379009,3327.385724
,,,,,,,4749,4805.701755,2281.027738,8988.069547,2682.845895,9038.432372,3569.439768,2828.918171,11397.701905,4018.948636,2001.134542,83279.463672,21944.651189,3205.17524
,,,,,,,4750,4778.057084,2226.451636,8628.356792,2502.633374,8721.292322,3448.55682,2762.504986,11096.295243,3812.040863,1963.1072,79612.901364,20707.872413,3038.470923
,,,,,,,4751,4747.338437,2178.841362,8270.326381,2332.486912,8337.729351,3365.500934,2707.944082,10844.66632,3671.128422,1896.678297,75120.93964,19116.146658,2805.644781
,,,,,,,4752,4724.395492,2145.106615,8030.867389,2233.401261,8039.518342,3320.672583,2673.881523,10711.588702,3562.297181,1750.638881,68115.580348,17789.951273,2651.827634
,,,,,,,4753,4712.73523,2083.015755,7609.238878,2107.164791,8043.404953,3263.972383,2489.164425,10689.927208,3513.763502,1631.84927,63746.55712,17114.410679,2569.617082
,,,,,,,4754,4708.286877,2074.597614,7514.280216,2088.181532,7945.337461,3240.605003,2471.687249,10559.77629,3506.525407,1538.363838,60293.485269,16712.235427,2506.486121
,,,,,,,4755,4709.802065,2077.830351,7410.919335,2071.304337,7904.932111,3240.567563,2472.501473,10570.263176,3528.164724,1492.195015,58620.893549,16661.665129,2478.676588
,,,,,,,4756,4715.730439,2101.445495,7494.835425,2109.392535,7959.25337,3264.732337,2499.666184,11001.916382,3641.791488,1479.533995,58614.202187,16317.384388,2567.0273
,,,,,,,4757,4745.152634,2192.312983,7992.185861,2318.648862,8253.211653,3370.429992,2576.150175,11378.837046,4007.459353,1470.375652,59936.689302,16644.66056,2909.63146
,,,,,,,4758,4799.659973,2340.761294,8801.46711,2672.800767,8922.807863,3554.362391,2708.009829,11625.868723,4461.384049,1527.599198,63573.002661,19314.489556,3364.475092
,,,,,,,4759,4845.417597,2440.643014,9434.548158,2944.477475,9676.851436,3704.775367,2815.217764,11656.138995,4738.749275,1747.402187,72214.978927,21480.201173,3736.333082
,,,,,,,4760,4860.358242,2467.084764,9736.794943,3039.502227,10042.414113,3742.66867,2832.330901,11624.743393,4841.945418,2051.361355,80773.767313,22763.482782,3910.58548
,,,,,,,4761,4862.995919,2474.923262,9917.869839,3092.882752,10269.223986,3764.909972,2832.345065,11653.011816,4941.637182,2252.827906,86358.757316,23292.236422,3960.926203
,,,,,,,4762,4861.97888,2474.819811,10015.636906,3131.2892,10596.988,3809.917798,2843.573599,11707.017926,4936.111254,2362.052983,88754.204258,23458.777866,3954.064802
,,,,,,,4763,4861.238672,2462.169425,10027.481191,3117.620391,10844.963129,3832.62344,2847.066665,11717.671094,4845.148416,2432.271073,90627.142501,23926.466816,3936.794637
,,,,,,,4764,4856.433597,2438.406687,9976.601551,3087.940703,10900.731416,3834.594061,2842.40602,11718.509142,4829.008513,2442.987868,92228.428878,24173.289973,3997.68452
,,,,,,,4765,4856.063877,2421.993553,9893.291306,3057.044731,10841.289159,3834.644014,2844.487847,11595.116393,4738.888989,2431.422289,91424.93141,24186.716378,3975.018527
,,,,,,,4766,4858.139531,2419.048532,9810.828653,3026.617397,10778.042625,3830.095325,2852.671888,11504.025108,4600.327497,2420.891796,90200.624861,23883.375557,3883.738155
,,,,,,,4767,4852.648724,2429.026229,9746.915552,2990.142872,10759.752469,3835.377533,2847.893138,11405.306529,4541.176535,2380.857793,88811.531321,23678.646914,3758.810052
,,,,,,,4768,4852.274575,2440.159409,9714.434748,2987.25306,10761.628729,3840.486054,2834.887549,11326.345422,4693.283466,2326.019732,88262.671297,23318.183614,3655.999197
,,,,,,,4769,4848.045969,2424.875291,9548.294398,2969.592326,10561.193931,3817.083872,2821.727222,11420.609616,4637.838706,2302.476442,87994.967226,22875.684467,3570.351726
,,,,,,,4770,4838.418972,2396.928281,9312.216535,2920.652408,10082.9085,3755.730339,2799.359237,11425.66972,4472.49264,2342.801303,89100.950249,22618.248771,3478.460493
,,,,,,,4771,4830.329696,2364.781274,9126.559485,2862.12509,9563.421542,3673.007292,2767.34823,11281.731874,4344.410599,2262.052502,89457.844761,22587.758616,3445.85236
,,,,,,,4772,4823.964995,2323.072584,8978.410487,2795.444374,9212.582537,3597.979383,2731.731192,11417.136525,4245.962133,2133.325021,87607.682456,22430.580195,3402.35473
,,,,,,,4773,4805.701755,2281.06978,8773.616936,2697.066961,8975.684879,3523.566267,2680.500439,11447.218914,4115.400193,2049.924692,83645.478466,22092.114244,3257.322271
,,,,,,,4774,4778.057084,2226.573143,8413.904182,2516.837656,8679.875521,3423.873687,2616.55118,11141.454214,3885.123433,2006.78103,79694.458006,20849.810837,3072.335308
,,,,,,,4775,4747.338437,2179.034544,8055.87377,2344.179306,8290.363352,3342.489963,2558.476685,10853.35515,3705.968108,1936.132749,75052.301919,19255.039664,2826.635432
,,,,,,,4776,4724.395492,2145.338725,7816.414779,2242.450282,7974.545047,3291.468502,2521.236879,10685.009114,3599.031253,1781.875395,68054.402247,17921.894737,2673.94503
,,,,,,,4777,4712.73523,2060.252611,7853.768626,2110.038982,7462.723624,3309.21799,2394.035316,10744.505848,3549.76451,1648.209058,64008.341531,17245.068711,2603.103101
,,,,,,,4778,4708.286877,2051.31271,7758.809962,2093.368934,7374.920646,3290.32629,2379.310104,10615.095966,3538.22992,1561.382597,60625.331564,16838.277921,2538.875305
,,,,,,,4779,4709.802065,2055.067859,7655.449082,2078.644936,7355.46606,3292.685727,2383.765206,10632.790253,3552.402589,1518.778488,58997.480143,16793.238436,2511.771534
,,,,,,,4780,4715.730439,2081.167706,7739.365171,2123.969238,7467.50612,3320.756795,2417.596266,11091.740404,3645.243654,1507.406033,59026.617541,16453.53279,2591.97337
,,,,,,,4781,4745.152634,2181.296239,8236.715608,2350.319942,7930.403139,3447.301947,2509.404062,11439.452726,3981.551109,1498.432193,60387.617953,16784.453981,2932.643897
,,,,,,,4782,4799.659973,2343.960389,9045.996857,2715.030996,8727.532253,3647.78746,2660.483754,11671.936888,4422.798462,1553.640884,64119.905456,19462.643288,3391.844192
,,,,,,,4783,4845.417597,2452.841974,9679.077906,2980.071808,9390.379343,3776.891042,2762.837168,11698.593118,4697.637329,1766.69294,72881.593395,21636.302376,3773.821269
,,,,,,,4784,4860.358242,2481.439723,9981.32469,3065.653707,9672.169597,3790.679426,2765.483483,11680.918019,4800.280554,2059.44128,81320.824471,22927.453956,3948.918507
,,,,,,,4785,4862.995919,2489.554032,10162.399587,3112.579262,9885.971632,3801.822762,2754.369563,11712.942357,4898.643312,2248.505013,86703.397128,23454.357132,3994.451947
,,,,,,,4786,4861.97888,2488.619446,10260.166653,3143.515809,10211.394098,3837.654628,2757.661061,11761.477607,4882.455462,2347.8331,88993.07427,23611.800265,3982.373264
,,,,,,,4787,4861.238672,2474.242719,10272.010938,3123.018901,10484.430576,3861.595959,2751.307943,11758.862174,4777.138261,2412.286182,90886.569921,24073.038992,3960.627541
,,,,,,,4788,4856.433597,2448.275674,10221.131298,3091.674682,10552.155033,3867.032705,2747.264193,11750.34935,4727.000154,2421.745361,92507.270489,24313.622938,4022.072497
,,,,,,,4789,4856.063877,2430.467458,10137.821054,3057.280392,10519.500999,3865.695088,2748.375546,11616.44255,4611.244558,2411.105576,91756.666767,24318.492079,4000.209296
,,,,,,,4790,4858.139531,2427.630936,10055.3584,3023.989824,10472.899953,3856.017069,2753.85965,11490.326812,4472.761587,2401.978258,90577.264049,24004.025,3905.092768
,,,,,,,4791,4852.648724,2439.283129,9991.445298,2977.649647,10479.386595,3851.682864,2744.736167,11347.066442,4405.861449,2363.287371,89221.011938,23781.314193,3777.880454
,,,,,,,4792,4852.274575,2452.76018,9958.964494,2966.503466,10489.498768,3842.926814,2734.574237,11243.853706,4515.102899,2308.115823,88691.393558,23405.133043,3646.742364
,,,,,,,4793,4848.045969,2437.165899,9792.824145,2941.153806,10295.391341,3806.285731,2728.310234,11366.740927,4449.006269,2277.5617,88427.179994,22951.81704,3523.817566
,,,,,,,4794,4838.418972,2407.199821,9556.746282,2893.317191,9832.260861,3735.930029,2715.36434,11411.837515,4262.199803,2304.868079,89532.299673,22699.962853,3418.91769
,,,,,,,4795,4830.329696,2371.750296,9371.089233,2837.934814,9324.24698,3646.844941,2689.332044,11285.296831,4138.290104,2223.250073,89927.7091,22669.856503,3406.687988
,,,,,,,4796,4823.964995,2325.142221,9222.940234,2774.079116,8956.515182,3571.307619,2655.477374,11482.868732,4070.454381,2103.380189,88178.321394,22507.630287,3394.788065
,,,,,,,4797,4805.701755,2277.390192,9018.146683,2676.901735,8659.841685,3500.109245,2598.317974,11497.535446,3993.653639,2029.665423,84262.271195,22166.034517,3285.537266
,,,,,,,4798,4778.057084,2215.938824,8658.433929,2496.696228,8271.741105,3404.584291,2525.939714,11167.842245,3807.013267,1994.741336,80296.171239,20924.841055,3113.848183
,,,,,,,4799,4747.338437,2162.127324,8300.403517,2327.599693,7831.386055,3333.338277,2462.52069,10884.952164,3532.617954,1934.448073,75612.590482,19330.658169,2866.4134
,,,,,,,4800,4724.395492,2125.024432,8060.944526,2229.618926,7499.83071,3294.528649,2424.959272,10731.415535,3447.518919,1791.350805,68639.685758,17996.083558,2708.303267
,,,,,,,4801,4712.73523,2075.844975,7994.817851,2110.57449,7985.135579,3278.430138,2488.246647,10612.045493,3409.873001,1566.702102,61807.280022,17318.560828,2543.884271
,,,,,,,4802,4708.286877,2067.26247,7899.859188,2094.335431,7917.15267,3259.370372,2471.175704,10488.129296,3403.396477,1483.044115,58399.980928,16909.49507,2480.522435
,,,,,,,4803,4709.802065,2070.659777,7796.498307,2080.012609,7908.218774,3259.655395,2472.486181,10512.187489,3417.214064,1442.040178,56746.242696,16861.602378,2455.641546
,,,,,,,4804,4715.730439,2095.057645,7880.414396,2126.685115,8028.532911,3282.974652,2500.450766,10971.70047,3499.325038,1430.597093,56750.899899,16513.458377,2545.685852
,,,,,,,4805,4745.152634,2188.84252,8377.764833,2356.220777,8523.219487,3391.843337,2579.986668,11352.862923,3776.026471,1419.466044,58060.225144,16826.599684,2893.435253
,,,,,,,4806,4799.659973,2341.769064,9187.046083,2722.899171,9349.124944,3579.813083,2717.672286,11592.567956,4121.378882,1466.187277,61652.729581,19456.972123,3346.577414
,,,,,,,4807,4845.417597,2444.485895,9820.127131,2986.703608,9998.681121,3724.63091,2827.981619,11607.563658,4344.552655,1657.27891,70152.0069,21538.838673,3711.608048
,,,,,,,4808,4860.358242,2471.606822,10122.373916,3070.526151,10220.33823,3754.633582,2843.671285,11568.991119,4431.713919,1928.284611,78284.490276,22726.12767,3874.992307
,,,,,,,4809,4862.995919,2479.532205,10303.448812,3116.24904,10353.249366,3767.794539,2839.558808,11580.74828,4512.996361,2118.549803,83622.304516,23191.164903,3915.328614
,,,,,,,4810,4861.97888,2479.166932,10401.215879,3145.793824,10605.444879,3799.139102,2844.574548,11627.838639,4508.460581,2218.790592,86085.734295,23334.693666,3901.791482
,,,,,,,4811,4861.238672,2465.972719,10413.060164,3124.024731,10837.841585,3812.686522,2840.542506,11622.688306,4435.01084,2279.973478,88149.366412,23753.61902,3881.136632
,,,,,,,4812,4856.433597,2441.515587,10362.180523,3092.370383,10891.51535,3807.489199,2831.764595,11613.012164,4418.206351,2287.151892,89855.51477,23978.512166,3939.655835
,,,,,,,4813,4856.063877,2424.662977,10278.870279,3057.324299,10841.142759,3797.479044,2828.708964,11477.889861,4335.7143,2274.076077,89053.947478,23953.331793,3919.247042
,,,,,,,4814,4858.139531,2421.752136,10196.407624,3023.500266,10764.603734,3781.894208,2831.067731,11356.472571,4208.176288,2261.815669,87782.235391,23652.572195,3830.686637
,,,,,,,4815,4852.648724,2432.257327,10132.494523,2975.321957,10719.655953,3772.1247,2819.841597,11221.814494,4117.555864,2218.763998,86314.896525,23442.828689,3705.946593
,,,,,,,4816,4852.274575,2444.128867,10100.013719,2962.637481,10655.738572,3766.234376,2804.689705,11132.357658,4203.066737,2153.743837,85739.623967,23086.131887,3582.178452
,,,,,,,4817,4848.045969,2428.747043,9933.87337,2935.855249,10418.965556,3741.50911,2793.590758,11253.802958,4186.43718,2092.776483,85454.514675,22663.391623,3474.26264
,,,,,,,4818,4838.418972,2400.163993,9697.795507,2888.224199,9948.166593,3684.949273,2775.21622,11301.390216,4084.561953,2105.171267,86542.107107,22460.551109,3379.682907
,,,,,,,4819,4830.329696,2366.976635,9512.138458,2833.427774,9454.061366,3609.553705,2747.437613,11179.057231,4011.084716,2052.400947,86840.988252,22471.529146,3363.649565
,,,,,,,4820,4823.964995,2323.724555,9363.98946,2770.098423,9126.083374,3541.248985,2714.554088,11335.629018,3957.529262,1960.591049,85120.843742,22328.052754,3337.287883
,,,,,,,4821,4805.701755,2279.910647,9159.195908,2673.144626,8871.025873,3476.013422,2664.09522,11355.048482,3877.417919,1908.324604,81312.703739,21987.188781,3206.555475
,,,,,,,4822,4778.057084,2223.223151,8799.483153,2492.943554,8542.777539,3389.395539,2601.016512,11040.53854,3701.392919,1888.677973,77519.737204,20741.081253,3033.598579
,,,,,,,4823,4747.338437,2173.708481,8441.452742,2324.510643,8158.679479,3318.84721,2544.203077,10760.167063,3579.565641,1839.161734,72983.897904,19146.437649,2798.285963
,,,,,,,4824,4724.395492,2138.939375,8201.993751,2227.228236,7869.167272,3277.568588,2508.468828,10604.142187,3465.401025,1703.081442,66020.869157,17533.711229,2647.979784
,,,,,,,4825,4712.73523,2089.570499,7528.815565,2102.673003,7867.42212,2788.836765,2334.33794,10520.345253,3406.586372,1567.666231,62333.738537,16953.424836,2519.415933
,,,,,,,4826,4708.286877,2081.302601,7433.856903,2080.074658,7757.945977,2764.954748,2323.699798,10362.168948,3378.778515,1484.928796,58955.672406,16500.368269,2498.379432
,,,,,,,4827,4709.802065,2084.384908,7330.496022,2059.832447,7686.839164,2750.465231,2322.521211,10256.44047,3362.579406,1441.409206,57048.710186,16348.674501,2418.201481
,,,,,,,4828,4715.730439,2107.28457,7414.412112,2086.612058,7609.28665,2740.677806,2333.372729,10328.796385,3357.362025,1423.521368,56278.120625,15824.162671,2410.58994
,,,,,,,4829,4745.152634,2195.4853,7911.762549,2269.153286,7447.14859,2727.906767,2369.083377,10344.436369,3435.814715,1405.600093,56201.473227,15439.910781,2528.934098
,,,,,,,4830,4799.659973,2339.840101,8721.043798,2606.803352,7698.253626,2783.335541,2437.354989,10438.602875,3647.105092,1413.072353,56403.583374,16768.166923,2784.010208
,,,,,,,4831,4845.417597,2437.130272,9354.124846,2888.850642,8533.903996,2925.444935,2509.429628,10499.814905,3919.165297,1488.663686,58362.983074,18329.950975,3089.104522
,,,,,,,4832,4860.358242,2462.951192,9656.371631,2998.632689,9053.731909,3007.385849,2525.958027,10566.979067,4089.036849,1644.352322,63506.94711,19542.007689,3295.606629
,,,,,,,4833,4862.995919,2470.710269,9837.446527,3062.101041,9336.003404,3052.511179,2527.136855,10674.500229,4167.023222,1842.357968,69297.357036,20454.168625,3379.31555
,,,,,,,4834,4861.97888,2470.846147,9935.213594,3112.181452,9696.284351,3111.045939,2534.512367,10770.8284,4146.78235,1978.93164,72870.494241,20794.539789,3390.098614
,,,,,,,4835,4861.238672,2458.692868,9947.057879,3109.1836,9910.993607,3128.311184,2535.568251,10813.20491,4061.950715,2048.734165,74726.819155,21034.270212,3374.457979
,,,,,,,4836,4856.433597,2435.564869,9896.178239,3082.105238,9943.379964,3114.469105,2526.582649,10849.128519,3956.626824,2057.606045,75894.543988,20929.36386,3393.625496
,,,,,,,4837,4856.063877,2419.553455,9812.867994,3056.676442,9844.667514,3097.869698,2518.854717,10766.428399,3861.026383,2038.830405,75104.617787,20510.700246,3370.221812
,,,,,,,4838,4858.139531,2416.577192,9730.405339,3030.723768,9787.822683,3087.931639,2516.413867,10746.759342,3804.225113,2015.560261,73356.345026,19959.475003,3301.498594
,,,,,,,4839,4852.648724,2426.07271,9666.492239,3009.667286,9773.678043,3089.536083,2508.926847,10727.122042,3798.821802,1976.416141,71813.127356,19703.626221,3195.028692
,,,,,,,4840,4852.274575,2436.530963,9634.011435,3019.680529,9852.157721,3104.865776,2503.446504,10740.846607,3957.108792,1930.225815,71185.541934,19509.757519,3116.254762
,,,,,,,4841,4848.045969,2421.336158,9467.871085,3014.036052,9752.593422,3099.439047,2501.305283,10907.067845,4007.960901,1893.50257,71374.439923,19349.488466,3087.396649
,,,,,,,4842,4838.418972,2393.970549,9231.793223,2963.371892,9363.505366,3051.910354,2495.462298,10946.572435,3855.177612,1939.145891,72527.781419,19259.546053,3108.378673
,,,,,,,4843,4830.329696,2362.774514,9046.136174,2899.929661,8910.600833,2992.641255,2482.329501,10870.256599,3756.248388,1976.280879,72813.389444,19143.554893,3152.113152
,,,,,,,4844,4823.964995,2322.476624,8897.987175,2828.834007,8603.878917,2942.70084,2469.417649,11058.26189,3724.498544,1946.475862,70546.076642,19120.231762,3168.903724
,,,,,,,4845,4805.701755,2282.129334,8693.193624,2728.581183,8500.194872,2911.783326,2445.295452,11187.898034,3704.944016,1907.745071,67608.471062,19388.359956,3071.40108
,,,,,,,4846,4778.057084,2229.635341,8333.480868,2548.314685,8376.644452,2884.772309,2415.526633,10978.646183,3587.785355,1874.181062,65543.023284,18499.144476,2926.164916
,,,,,,,4847,4747.338437,2183.90305,7975.450458,2370.089928,8100.064275,2849.110205,2389.377894,10742.109452,3466.748775,1796.738355,63750.7984,17108.220787,2717.246918
,,,,,,,4848,4724.395492,2151.188313,7735.991465,2262.503129,7835.453853,2818.082994,2375.591159,10585.41578,3365.17222,1666.083291,59724.986391,15598.471141,2579.752738
,,,,,,,4849,4712.73523,2055.122592,7648.090681,2103.200017,7333.866404,3054.352256,2295.378072,10549.540327,3313.96458,1587.539204,57026.796413,15069.538495,2414.865509
,,,,,,,4850,4708.286877,2046.065103,7553.132019,2081.025825,7238.816874,3046.97345,2279.163697,10357.365697,3293.981618,1500.311803,53455.915969,14665.797958,2399.82167
,,,,,,,4851,4709.802065,2049.937987,7449.771137,2061.178425,7190.232042,3050.132975,2269.24005,10183.30499,3281.93645,1452.730917,51400.768587,14425.466237,2314.285639
,,,,,,,4852,4715.730439,2076.597799,7533.687227,2089.284853,7138.050716,3061.405462,2260.728222,10132.188531,3281.888598,1431.213552,50442.194231,13777.965312,2304.802865
,,,,,,,4853,4745.152634,2178.81345,8031.037665,2274.96052,6995.349694,3093.465417,2247.457386,10008.043392,3316.240214,1411.264534,50295.90293,13428.646032,2363.260641
,,,,,,,4854,4799.659973,2344.681353,8840.318914,2614.546718,7206.814977,3152.438743,2246.345519,10080.660401,3440.831415,1405.082659,50140.685314,13999.293685,2541.274879
,,,,,,,4855,4845.417597,2455.591195,9473.399962,2895.377245,7919.66332,3201.595303,2310.690091,10193.206015,3688.527497,1439.504904,50110.098265,15010.097438,2792.518402
,,,,,,,4856,4860.358242,2484.674831,9775.646747,3003.427844,8377.915913,3197.461609,2356.802218,10338.20273,3868.945004,1555.324646,53858.333127,16042.525976,3018.520468
,,,,,,,4857,4862.995919,2492.851297,9956.721643,3065.712608,8668.242215,3193.00307,2385.640059,10501.576189,3946.584873,1752.225882,59338.818573,17164.214282,3156.35686
,,,,,,,4858,4861.97888,2491.729404,10054.48871,3114.423332,9046.189171,3216.728244,2416.531509,10627.807383,3966.186094,1901.455792,63603.576423,17769.364673,3208.003575
,,,,,,,4859,4861.238672,2476.963619,10066.332994,3110.173475,9272.773853,3232.458679,2444.90592,10676.74683,3947.680135,1981.221674,66014.282958,18023.814308,3219.403348
,,,,,,,4860,4856.433597,2450.499801,10015.453354,3082.789903,9321.932737,3229.755967,2438.239222,10721.758625,3933.466215,1998.964027,68126.117789,18147.793999,3233.205738
,,,,,,,4861,4856.063877,2432.37718,9932.14311,3056.719652,9248.289967,3224.489255,2439.18826,10648.566657,3922.156451,1983.908791,68760.020481,18030.418317,3215.483232
,,,,,,,4862,4858.139531,2429.565111,9849.680455,3030.241974,9228.265995,3221.192517,2449.137539,10632.103508,3889.137798,1959.952404,67298.862588,17726.73478,3184.977457
,,,,,,,4863,4852.648724,2441.594677,9785.767355,3007.376519,9265.159804,3223.981827,2462.84721,10595.532009,3888.693462,1925.882913,65845.033393,17496.207033,3179.824331
,,,,,,,4864,4852.274575,2455.599954,9753.286551,3015.875869,9412.058,3236.210247,2461.545654,10574.089447,4081.815343,1892.07567,65138.059623,17421.197632,3216.98525
,,,,,,,4865,4848.045969,2439.935774,9587.146201,3008.821544,9398.730043,3242.242727,2452.121268,10749.467324,4160.083254,1874.046491,65364.550385,17509.099046,3246.416341
,,,,,,,4866,4838.418972,2409.514668,9351.068339,2958.359686,9109.826345,3225.760179,2431.820234,10836.119893,4096.796663,1958.991764,66389.83243,17784.902943,3258.61561
,,,,,,,4867,4830.329696,2373.320872,9165.411288,2895.494113,8733.433051,3198.991957,2408.649943,10816.121206,4034.743145,2009.740885,67872.845751,17863.189169,3241.73409
,,,,,,,4868,4823.964995,2325.608645,9017.262291,2824.916458,8452.496728,3175.164081,2398.694916,11123.86928,3975.27982,1959.654507,68458.774109,17950.609962,3180.098615
,,,,,,,4869,4805.701755,2276.560941,8812.46874,2724.883673,8298.53358,3149.257156,2393.471854,11295.29988,3883.313206,1909.022638,68255.843433,18502.264698,3012.046339
,,,,,,,4870,4778.057084,2213.542218,8452.755984,2544.621538,8108.750737,3120.809115,2385.951045,11087.910757,3716.885999,1873.419272,66365.410515,17933.56991,2836.270944
,,,,,,,4871,4747.338437,2158.317026,8094.725573,2367.049878,7808.338177,3108.474051,2372.399589,10849.625215,3582.583441,1799.089134,64617.43353,16548.492719,2614.122867
